gene,lpv_Treated_vs_Initial,lpv_Untreated_vs_Initial,annot,KOG
Acropora_008844,-3.3298639637353795,-3.5472430820028227,P-loop containing dynein motor region D3,Cytoskeleton
Acropora_008848,-3.035072926307722,-7.163947556134078,dosage compensation by inactivation of X chromosome,RNA processing and modification
Acropora_008850,-5.262638558401187,-9.206230031008724,Rho guanyl-nucleotide exchange factor activity,Signal transduction mechanisms
Acropora_008859,-9.9836292610074,-6.963880328924204,Ion channel,Inorganic ion transport and metabolism
Acropora_008860,-4.129460072275711,-5.971412034763332,Src homology 3 domains,Signal transduction mechanisms
Acropora_008861,4.216426831289436,3.252042361847499,Cadherin-like and PC-esterase,Function Unknown
Acropora_008864,-4.383450211283131,-2.7611430586206307,Ligand for members of the frizzled family of seven transmembrane receptors,Signal transduction mechanisms
Acropora_008865,2.8373127562117606,5.604170327686516,galactosyltransferase activity,Cell wall/membrane/envelope biogenesis
Acropora_008877,-6.833237579657546,-5.150014137843854,negative regulation of phosphatase activity,Signal transduction mechanisms
Acropora_008878,-5.580855212267437,-9.052090526475373,cyclin-dependent protein serine/threonine kinase activity,Signal transduction mechanisms
Acropora_008879,1.2672144458464616,1.7434604469192971,rho GTPase-activating protein,Signal transduction mechanisms
Acropora_008882,2.280800926831606,3.6382711771530545,NA,NA
Acropora_008886,3.0508618672563776,4.2856080153766,NA,NA
Acropora_008888,-1.3471340814131243,-3.3247579549176156,The BBSome complex is thought to function as a coat complex required for sorting of specific membrane proteins to the primary cilia. The BBSome complex is required for ciliogenesis but is dispensable for centriolar satellite function,Cytoskeleton
Acropora_008890,-6.919261725281724,-6.107138242246834,extracellular ligand-gated ion channel activity,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_008898,-4.326936676761868,-1.1269834796042864,NA,NA
Acropora_008906,-3.833739108705589,-6.85385588692426,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family,Signal transduction mechanisms
Acropora_008907,4.73117455338343,5.740186866158279,Ubiquitin-fold modifier 1,Function Unknown
Acropora_008910,1.437510824760242,4.356417917344017,histone deacetylase complex subunit,Transcription
Acropora_008915,5.562667460527446,7.355414656746596,NA,NA
Acropora_008918,4.074513879449392,4.401047874032357,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism
Acropora_008921,1.2214985438474735,1.4957585250015648,"potassium voltage-gated channel, subfamily H",Inorganic ion transport and metabolism
Acropora_008931,-10.278271693212805,-20.261607165535597,Short calmodulin-binding motif containing conserved Ile and Gln residues.,Function Unknown
Acropora_008946,1.2368037712777729,3.8110904248660615,60S ribosomal protein L21-like,"Translation, ribosomal structure and biogenesis"
Acropora_008954,1.6860808409535495,9.109441094568677,signal peptide processing,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_008957,1.058391639687901,3.2604573877641743,NA,NA
Acropora_008966,2.975661990002849,1.401414298969445,NA,NA
Acropora_008967,2.4377676408572944,3.546273322932744,transporter activity,Signal transduction mechanisms
Acropora_008973,4.015316815239272,3.578241155512226,positive regulation of DNA strand elongation,Function Unknown
Acropora_008978,-2.303540562822179,-3.0632716841664367,NA,NA
Acropora_008996,-5.000587335314388,-8.33329709256323,NA,NA
Acropora_008997,2.5296597028262773,2.3722618146283105,ER to Golgi vesicle-mediated transport,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_009001,-1.7301591176922588,-1.113056343493362,nucleolar protein 8,RNA processing and modification
Acropora_009023,-1.0111495672551436,-4.413184136172527,Belongs to the CD36 family,Signal transduction mechanisms
Acropora_009024,-1.4518497414344393,-4.273564955603992,pre-mRNA cleavage required for polyadenylation,RNA processing and modification
Acropora_009037,2.612414544335521,3.955180200591154,histidine transport,Amino acid transport and metabolism
Acropora_009039,-2.109137506215611,-1.6447369628536235,Sterile alpha motif (SAM)/Pointed domain,Transcription
Acropora_009055,3.96497509253887,8.830107486915601,7 transmembrane receptor (rhodopsin family),Function Unknown
Acropora_009066,-2.3463233499159597,-5.8254895216962685,NA,NA
Acropora_009072,1.2287373840118694,3.1738371936806633,NA,NA
Acropora_009075,3.8552249076020746,2.5470103948833844,NA,NA
Acropora_009080,-4.756474866136896,-1.6292407954058676,NA,NA
Acropora_009084,-2.8278468082480552,-1.6705303501507116,NA,NA
Acropora_009086,-2.7589650852548426,-1.3145108094979638,myotome development,Function Unknown
Acropora_009089,5.47161028444674,2.136902592448622,"ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism"
Acropora_009093,-5.852528295550969,-6.520019500552314,NA,NA
Acropora_009112,10.76358589445114,4.490624654610938,NAD(P)+ transhydrogenase (AB-specific) activity,Energy production and conversion
Acropora_009118,3.961015328182845,1.555493017874829,Tnf receptor-associated factor 2,"Posttranslational modification, protein turnover, chaperones"
Acropora_009127,7.342502213240705,11.689055172904707,structural constituent of ribosome,"Translation, ribosomal structure and biogenesis"
Acropora_009129,3.9982194720254256,6.430798438220818,negative regulation of cell cycle arrest,Signal transduction mechanisms
Acropora_009138,-1.0806488971357822,-1.0577978767828722,positive regulation of motile cilium assembly,Function Unknown
Acropora_009142,3.420583614398216,5.163438350862258,ion transport,Lipid transport and metabolism
Acropora_009144,-1.625219902499393,-1.402846144250733,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",
Acropora_009146,-3.1301168511404054,-3.286159502131328,NA,NA
Acropora_009150,-1.057995899664814,-2.176520016525813,NA,NA
Acropora_009158,-2.373874496679491,-3.4344357404722627,anchor protein 17A,Function Unknown
Acropora_009163,4.398070883106118,11.87598381906397,positive regulation of DNA N-glycosylase activity,"Translation, ribosomal structure and biogenesis"
Acropora_009164,1.0324908201337912,7.432285459416434,NA,NA
Acropora_009168,1.8045713183541492,9.625625575694189,NA,NA
Acropora_009173,7.243828473092498,1.2943485868423017,regulation of cardiac muscle cell myoblast differentiation,
Acropora_009175,-7.061351117196702,-6.434806758586305,NA,NA
Acropora_009184,-1.8843707789222859,-8.01044194460636,Centrosomal protein,Function Unknown
Acropora_009185,2.3412649780216657,4.114385076503762,F-box only protein 8,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_009186,-2.0537892419628965,-3.770432338464753,"trans-synaptic signaling by soluble gas, modulating synaptic transmission",Nucleotide transport and metabolism
Acropora_009190,-1.5827264511272545,-1.3438720928981334,NA,NA
Acropora_009196,-6.008828409522909,-9.320309826507252,Cyclic nucleotide-binding domain,Signal transduction mechanisms
Acropora_009198,-2.1176984015908875,-3.3268747672432313,NA,NA
Acropora_009200,-2.49924183517832,-3.567921820146961,La ribonucleoprotein domain family member 1B,
Acropora_009201,-3.1197834382582843,-4.258075420555441,canonical Wnt signaling pathway involved in negative regulation of apoptotic process,Transcription
Acropora_009202,10.106347554839363,9.128362169081859,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_009215,-1.2240711332389276,3.034543431995211,NA,NA
Acropora_009218,-2.350950423512919,-3.747104698107957,cytoskeletal anchoring at plasma membrane,Extracellular structures
Acropora_009220,-2.7971448828935275,-4.582028136774246,cytoskeletal anchoring at plasma membrane,Extracellular structures
Acropora_009223,1.9389750789466949,6.345784329564571,rho guanine nucleotide exchange factor,Signal transduction mechanisms
Acropora_009225,-1.615087747164957,-4.219589156094353,NA,NA
Acropora_009227,2.559727556496142,3.9131410484152807,Glycerate kinase,Carbohydrate transport and metabolism
Acropora_009236,3.6329150234592253,8.525346874824963,ribosomal protein,"Translation, ribosomal structure and biogenesis"
Acropora_009243,1.4017014654251096,6.332065125317851,"Family with sequence similarity 160, member",Function Unknown
Acropora_009250,-11.520728805854667,-5.353640652484923,NA,NA
Acropora_009251,-3.6012460506039434,-1.4001898262570416,NA,NA
Acropora_009252,-3.265582838431839,-3.478472258062472,NA,NA
Acropora_009256,1.403390224061531,5.310411147651738,SH3 domain-containing RING finger protein 3,"Posttranslational modification, protein turnover, chaperones"
Acropora_009261,-1.0543217889318148,-2.368154172827362,NA,NA
Acropora_009262,2.3139817129542957,6.844296689800485,Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family,"Cell cycle control, cell division, chromosome partitioning"
Acropora_009263,-3.561075519438039,-5.883770659076957,embryonic hindlimb morphogenesis,Function Unknown
Acropora_009268,-1.1814879932415654,-1.2682161557416347,NA,NA
Acropora_009298,-13.92023180814632,-18.354901887722193,NA,NA
Acropora_009308,3.0495198816589864,3.1242734610765357,NA,NA
Acropora_009309,-1.0099837529147362,-1.2125184940456708,NA,NA
Acropora_009324,9.321551883112587,5.71023395631795,-,
Acropora_009325,-2.6096834799612774,-1.8217696295466497,protein N-acetylglucosaminyltransferase activity,
Acropora_009332,7.188735596852963,9.344984556053369,transforming growth factor beta receptor signaling pathway,Transcription
Acropora_009333,3.9267934444403148,7.333142491922043,dolichyl-phosphate beta-glucosyltransferase activity,Transcription
Acropora_009346,-1.783581784280877,-1.009587285068602,regulation of mitotic cell cycle,"Posttranslational modification, protein turnover, chaperones"
Acropora_009354,-3.8719238569490444,-1.9072242599966887,NA,NA
Acropora_009357,2.1367948753218533,1.8300787707146506,Olfactomedin-like domain,Extracellular structures
Acropora_009363,-22.947613783625155,-7.019736458145729,NA,NA
Acropora_009368,2.5005763542783015,6.301963715901283,NA,NA
Acropora_009373,-2.588169812618409,-1.7553249325007187,NA,NA
Acropora_009375,-1.6716122264121882,-3.6988144844322726,positive regulation of protein tyrosine kinase activity,Signal transduction mechanisms
Acropora_009380,6.412293578692859,4.991605445314144,"Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1","Translation, ribosomal structure and biogenesis"
Acropora_009384,1.4230187352619452,1.500040556929829,"3',5'-cyclic-GMP phosphodiesterase activity",Signal transduction mechanisms
Acropora_009399,2.1764542113820946,2.8557111365186496,NA,NA
Acropora_009408,-2.111244697648871,-5.554952435006352,NA,NA
Acropora_009423,1.3070934172408026,5.017549458900639,NA,NA
Acropora_009435,8.709680933406412,5.031337155785214,NA,NA
Acropora_009449,-2.146239543417285,-4.805621265644147,Winged helix Storkhead-box1 domain,Function Unknown
Acropora_009454,1.4998327232581579,1.0014490021765408,NA,NA
Acropora_009471,1.8228596522097527,4.0796397871385395,NA,NA
Acropora_009476,1.1023523575101657,1.7190069242841264,Reverse transcriptase (RNA-dependent DNA polymerase),"Posttranslational modification, protein turnover, chaperones"
Acropora_009478,-1.10085406342254,-1.8334590897633256,NACHT and WD repeat,Chromatin structure and dynamics
Acropora_009479,-18.165075670974847,-18.31727647043078,NACHT and WD repeat,Chromatin structure and dynamics
Acropora_009480,-1.1266415458330974,-1.4477927108957385,NA,NA
Acropora_009489,1.3257352941580038,1.2212343573619324,"defective in cullin neddylation 1, domain containing 4",Function Unknown
Acropora_009492,4.165879502323241,2.6369142718804772,major facilitator superfamily,Carbohydrate transport and metabolism
Acropora_009500,-4.094996718875349,-1.7148437893796342,large conductance calcium-activated potassium channel activity,Inorganic ion transport and metabolism
Acropora_009522,-1.8049592121442037,-10.289504322685248,NA,NA
Acropora_009526,2.4501889712495197,1.307116193488882,regulation of cohesin loading,"Cell cycle control, cell division, chromosome partitioning"
Acropora_009527,-2.0939629312539334,-10.140508352968748,G1 to G0 transition involved in cell differentiation,Function Unknown
Acropora_009544,-1.3817654582646604,-1.2228673359511586,NA,NA
Acropora_009566,-5.907869670238532,-9.651481649393316,actin binding,
Acropora_009578,-3.8452713256109,-10.997371013831835,NA,NA
Acropora_009580,-1.1743279427158768,-1.6470251335364618,NA,NA
Acropora_009582,2.4509609820975933,1.1939311186917771,mitochondrial transport,Energy production and conversion
Acropora_009588,-2.0449570645995316,-4.528277282129094,NACHT and WD repeat,Chromatin structure and dynamics
Acropora_009608,2.9803040665643907,4.490399191159118,signal release from synapse,
Acropora_009610,1.1220980159386114,1.7245345615703416,NA,NA
Acropora_009618,-1.253102149272376,-2.639455359100988,NA,NA
Acropora_009621,-24.48265440527089,-20.289915300061143,Polycystic kidney disease,
Acropora_009629,2.434367544019062,6.562584549268631,NA,NA
Acropora_009632,-4.865129218727511,-1.1781385474096342,NA,NA
Acropora_009633,-20.06028741472712,-2.119824047706466,NA,NA
Acropora_009646,1.8982556914691109,1.3393483183913146,NA,NA
Acropora_009658,1.5148855997780317,1.0746195514491186,NA,NA
Acropora_009688,3.299720195004681,1.891828188049972,Mycolic acid cyclopropane synthetase,Cell wall/membrane/envelope biogenesis
Acropora_009694,3.513125353037911,8.29223676478282,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,Energy production and conversion
Acropora_009697,1.1435397110827155,1.670013303534416,NA,NA
Acropora_009735,1.393124907802515,5.212921459529403,protein heterodimerization activity,Chromatin structure and dynamics
Acropora_009763,3.5038168966151577,10.527344640326032,positive regulation of histone H3-K79 methylation,"Posttranslational modification, protein turnover, chaperones"
Acropora_009764,7.4507274929573315,10.760817340116366,NA,NA
Acropora_009776,1.0670052318706915,-2.0124357693042554,Collagen triple helix,Function Unknown
Acropora_009788,22.947613783625155,25.873439568057908,Green fluorescent protein,Function Unknown
Acropora_009799,3.799299266194729,4.405954424050551,YqaJ-like viral recombinase domain,Function Unknown
Acropora_009840,1.0477557728895142,1.4056215752694106,cyclin-dependent protein kinase activating kinase activity,Signal transduction mechanisms
Acropora_009843,-1.017351384585616,-1.2901785213749644,enoyl-CoA hydratase isomerase family,Lipid transport and metabolism
Acropora_009852,2.642223782888958,5.45829351282078,-,
Acropora_009853,-3.609112725453766,-3.5390637745390925,"potassium voltage-gated channel, subfamily H",Inorganic ion transport and metabolism
Acropora_009859,2.5979669370523055,4.06248759000742,Nucleoporin,
Acropora_009865,-3.6622435381363867,-4.207943858061006,NA,NA
Acropora_009881,-1.183834125610554,-4.957732123846532,NA,NA
Acropora_009898,-8.963033277174636,-3.9919949942510717,scavenger receptor activity,Function Unknown
Acropora_009902,-4.242781377298576,-2.4417064828093236,NA,NA
Acropora_009941,1.6061597608992715,1.5884256272237247,NA,NA
Acropora_009946,1.7094618081575474,1.8825764066061026,NA,NA
Acropora_009948,2.632131117580514,-2.640211910981712,frizzled binding,Signal transduction mechanisms
Acropora_009964,-2.915110309312008,-1.496820268791046,NA,NA
Acropora_009970,4.779308918936418,12.453460897658907,pyrroline-5-carboxylate reductase activity,Amino acid transport and metabolism
Acropora_009972,2.713108403230297,9.059456786317051,NA,NA
Acropora_009974,1.699508630115374,3.3175387423708407,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like",Signal transduction mechanisms
Acropora_009979,1.2057477148742357,1.0467790094397857,Translocase of inner mitochondrial membrane 8 homolog B,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_009984,-2.1657900479016297,-2.808497717242264,"protein phosphatase, EF-hand calcium binding domain",Signal transduction mechanisms
Acropora_009985,15.940671403009121,3.367731029266721,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity",Carbohydrate transport and metabolism
Acropora_009990,-1.000030201652083,-2.6430689141897794,"POU domain, class 4, transcription factor",Transcription
Acropora_009994,-4.1350459139674784,-5.183522606614859,It is involved in the biological process described with,"Posttranslational modification, protein turnover, chaperones"
Acropora_009995,-1.6639011060408049,-2.790347672352729,tolloid-like,"Posttranslational modification, protein turnover, chaperones"
Acropora_009998,-2.048606594560966,-4.745613992582053,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium,Inorganic ion transport and metabolism
Acropora_009999,4.215787713532093,3.3775903735382955,C2 calcium-dependent domain containing 3,Function Unknown
Acropora_010001,4.208966725171655,3.1054559419153653,positive regulation of G1/S transition of mitotic cell cycle,RNA processing and modification
Acropora_010002,1.997501448074291,6.822497517055348,maintenance of translational fidelity,"Translation, ribosomal structure and biogenesis"
Acropora_010003,-1.4824425212993553,-2.2985053559598962,NA,NA
Acropora_010005,-2.9387667096247663,-2.080105164287645,neurotransmitter:sodium symporter activity,Signal transduction mechanisms
Acropora_010035,1.5029931817178146,2.815368967839975,NA,NA
Acropora_010072,2.8100239034140966,3.909790479479528,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,Inorganic ion transport and metabolism
Acropora_010084,1.1397311308963212,6.051165968774918,member RAS oncogene family,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010098,-6.87044372889334,-1.8595671295925211,NA,NA
Acropora_010103,5.874910968766776,2.3524417650142557,NA,NA
Acropora_010108,-2.0632351840314764,-4.442635680153797,endopeptidase inhibitor activity,"Translation, ribosomal structure and biogenesis"
Acropora_010113,-11.732791246969722,-15.721226420856999,non-membrane spanning protein tyrosine kinase activity,
Acropora_010114,-4.910828033693923,-7.9510048622436145,NA,NA
Acropora_010122,4.15188420367287,6.816653729801038,NA,NA
Acropora_010136,5.135794798505293,10.91033936648653,NA,NA
Acropora_010145,-1.89328266488595,-3.385431892375959,NA,NA
Acropora_010157,-3.1939622148777596,-3.7835106696122143,NA,NA
Acropora_010171,1.352668435213831,1.3657796461684588,Belongs to the small Tim family,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010205,3.174821720787491,3.8399798924481345,Metalloendopeptidase activity. It is involved in the biological process described with proteolysis,Amino acid transport and metabolism
Acropora_010209,3.7616642484115728,6.9128819007301665,ubiquitin-protein transferase activity,Function Unknown
Acropora_010215,-2.319608815506136,-4.279481238187667,NA,NA
Acropora_010229,1.6062393924173548,-2.422009228443052,Arachidonate 5-lipoxygenase,Amino acid transport and metabolism
Acropora_010231,-2.3869854986043473,-2.9241154941374283,sulfuric ester hydrolase activity,Inorganic ion transport and metabolism
Acropora_010236,2.456061709680068,3.197490998370945,"alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",Function Unknown
Acropora_010241,3.085251275233375,5.883905990338201,Glutamine phosphoribosylpyrophosphate amidotransferase,Nucleotide transport and metabolism
Acropora_010242,3.05579337302949,1.7330526730445375,phosphoribosylaminoimidazole carboxylase activity,Nucleotide transport and metabolism
Acropora_010243,12.459801696897847,10.839799218734534,AMP-binding enzyme C-terminal domain,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_010249,-4.2609230830269365,-2.801590758175768,miRNA binding,"Posttranslational modification, protein turnover, chaperones"
Acropora_010250,-2.6767210548873135,-1.0454779325644405,NA,NA
Acropora_010256,-2.402938267226407,-3.526476501459737,NA,NA
Acropora_010258,3.2840751217073265,5.717659564755562,-,
Acropora_010261,-8.205607014453067,-5.036100298595599,serine threonine-protein kinase,Signal transduction mechanisms
Acropora_010266,13.23958772023497,15.587006468500215,Peptidase dimerisation domain,Amino acid transport and metabolism
Acropora_010272,1.4453903058692055,1.7600851927938035,EGF domain-specific O-linked N-acetylglucosamine,
Acropora_010276,2.7682311069044396,1.4882184787013057,polyubiquitinated misfolded protein transport,Chromatin structure and dynamics
Acropora_010280,4.832882171102794,2.2540110577690515,NA,NA
Acropora_010282,1.0103004222920142,8.045150621090068,NA,NA
Acropora_010284,3.8685341911904807,5.808662294210482,NA,NA
Acropora_010290,3.8523703345224285,14.192652756499694,Belongs to the peptidase S1 family,"Posttranslational modification, protein turnover, chaperones"
Acropora_010298,-1.1096471737432496,-2.4479130623253513,Tho complex,Transcription
Acropora_010300,-2.1320539992680216,-5.735869081583435,condensed mesenchymal cell proliferation,Cytoskeleton
Acropora_010304,-1.031502338538257,-2.5133084608926226,"binding. It is involved in the biological process described with regulation of transcription, DNA-templated",Transcription
Acropora_010306,2.3940575606572256,4.223024346176972,protein geranylgeranylation,
Acropora_010317,1.4474796745398786,1.015139118538021,Heavy-metal-associated domain,Inorganic ion transport and metabolism
Acropora_010319,4.015316815239272,2.859614808643452,N-acylsphingosine amidohydrolase activity,Function Unknown
Acropora_010323,-10.619927344121512,-5.341774585799832,NA,NA
Acropora_010332,-1.828075267777144,-4.445280043753118,nuclear factor of activated T-cells 5,Function Unknown
Acropora_010336,1.6824499626801728,2.56228331752697,structural constituent of ribosome,"Translation, ribosomal structure and biogenesis"
Acropora_010341,4.298451543031371,7.582987683166318,Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14,Carbohydrate transport and metabolism
Acropora_010353,1.4617670777181118,5.058506919669087,carbohydrate binding,Function Unknown
Acropora_010383,-2.6647377731089854,-3.2284741198327462,exocyst localization,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010386,3.7810319024816077,5.4579980616945365,Folate receptor,Function Unknown
Acropora_010387,-17.051283660571695,-13.48558774727541,NA,NA
Acropora_010388,-2.0183954611088137,-3.381466538563985,Tetratricopeptide repeat and ankyrin repeat containing 1,Function Unknown
Acropora_010409,-1.2174848066713357,-1.0244029380942696,NA,NA
Acropora_010414,20.68566263893796,17.40657960312527,dihydrolipoyl dehydrogenase,Energy production and conversion
Acropora_010416,-2.669009273439575,-9.472437343376754,Transmembrane protein 131-like,Function Unknown
Acropora_010419,2.2188629254862584,7.29926576799246,protein-cysteine S-acyltransferase activity,"Translation, ribosomal structure and biogenesis"
Acropora_010426,-2.1874159121619656,-1.2768800425672215,iron assimilation by reduction and transport,"Secondary metabolites biosynthesis, transport and catabolism"
Acropora_010430,2.8888995097767545,5.193849033211135,NA,NA
Acropora_010431,-3.5003306018153912,-5.930962292915362,NA,NA
Acropora_010441,3.089134550814171,10.593487092963608,NA,NA
Acropora_010451,2.094972816873952,6.209230109613104,NA,NA
Acropora_010456,1.0883265188803035,5.855744662421852,NA,NA
Acropora_010464,-8.696841732593613,-13.976653234703528,NA,NA
Acropora_010465,-2.529722747744326,-3.358328263151983,NA,NA
Acropora_010468,-2.3129653961043224,-2.798886719440087,NA,NA
Acropora_010471,-6.789103565201532,-8.952455645519592,"Zinc-binding domain present in Lin-11, Isl-1, Mec-3.",
Acropora_010474,2.643541372729903,3.5167621967243026,NA,NA
Acropora_010486,-3.6946755104643225,-2.2735589858211163,NA,NA
Acropora_010502,-1.7557809763870167,-3.1155357385876674,NA,NA
Acropora_010510,-3.185046189836612,-5.810068737134967,GTPase activator activity,Signal transduction mechanisms
Acropora_010514,-4.688851786349099,-8.781582174454671,NA,NA
Acropora_010516,-7.804490869868814,-11.023120390038807,transitional stage B cell differentiation,
Acropora_010519,-2.6864071673368737,-12.198956560428401,NA,NA
Acropora_010521,-2.111794288257781,-9.97262343986736,NA,NA
Acropora_010524,-3.4136526247988743,-2.023188925891071,NA,NA
Acropora_010528,-18.195951180198186,-11.214995522233338,NA,NA
Acropora_010530,2.2704397106449603,4.350071967643686,NA,NA
Acropora_010531,1.9498802516211322,4.582994324871728,NA,NA
Acropora_010533,-19.162526482712043,-12.98818735487869,NA,NA
Acropora_010536,-2.360405848531486,-1.0184706522882392,NA,NA
Acropora_010538,-14.135334243789607,-16.860935225572064,NA,NA
Acropora_010543,-7.300121948204333,-6.057019094046103,NA,NA
Acropora_010546,-8.193321879686643,-5.728422680985971,-,
Acropora_010549,-21.37670167761656,-3.7383388544245335,microtubule motor activity,Cytoskeleton
Acropora_010555,4.36190040680717,2.1796316061441976,nicotinamidase activity,Defense mechanisms
Acropora_010568,5.327176716968893,1.4055827315324447,NA,NA
Acropora_010569,-1.762764902546854,-2.5792468752214015,Cadherin-like,Function Unknown
Acropora_010575,1.2209270161746573,1.00326608506352,phenylalanyl-tRNA aminoacylation,"Translation, ribosomal structure and biogenesis"
Acropora_010583,4.9543685421340244,9.2039984529276,NA,NA
Acropora_010587,11.298565442846801,2.758099757198392,NA,NA
Acropora_010597,-1.6441373581925973,-1.6903886961672128,NA,NA
Acropora_010599,1.918358905112173,6.431105877686241,WW domain binding,Function Unknown
Acropora_010601,-4.488865020726422,-6.184830835523642,NA,NA
Acropora_010602,-2.363431907732066,-1.922808259677412,metallocarboxypeptidase activity,"Translation, ribosomal structure and biogenesis"
Acropora_010606,-2.449893371344314,-2.507874836841107,holo-[acyl-carrier-protein] synthase activity,
Acropora_010615,1.5267760371440942,2.7389298623572413,histidyl-tRNA aminoacylation,"Translation, ribosomal structure and biogenesis"
Acropora_010616,-3.8629928878020805,-6.811960344585278,calcium activated phosphatidylcholine scrambling,Function Unknown
Acropora_010620,1.0131598164074154,1.0403572920000053,UTP biosynthetic process,Nucleotide transport and metabolism
Acropora_010627,-2.323995566571447,4.723884756924041,NA,NA
Acropora_010628,-1.950223776203319,5.7856590343024505,NA,NA
Acropora_010636,-1.024279742254414,-1.3657570157661676,NA,NA
Acropora_010638,-9.847768676346133,-9.03499291744245,meiotic attachment of telomere to nuclear envelope,Transcription
Acropora_010642,-2.8434706153536333,-1.6499184138702525,Transcription initiation factor TFIID subunit 3,Transcription
Acropora_010645,-3.1252836307623424,-1.9194912800436423,Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1 PDGF receptor subfamily,Signal transduction mechanisms
Acropora_010653,-1.224686747346296,-2.294714242625758,NA,NA
Acropora_010660,-7.577757100218051,-3.9132951088713326,copper-exporting ATPase activity,Inorganic ion transport and metabolism
Acropora_010671,-1.8331280686794018,-3.67512948904361,actin filament severing,Cytoskeleton
Acropora_010687,2.528743641848056,3.212916277035752,alpha-(1->3)-fucosyltransferase activity,Carbohydrate transport and metabolism
Acropora_010688,5.298247598215112,12.617722083519695,histone H2A acetylation,
Acropora_010695,1.3954602682500037,5.249287511012678,NA,NA
Acropora_010696,2.3003382719160395,9.308898500918039,intracellular cholesterol transport,Inorganic ion transport and metabolism
Acropora_010702,1.9036682250643058,1.8029851528433727,cell division,"Cell cycle control, cell division, chromosome partitioning"
Acropora_010706,5.216736974935385,2.4155359079922465,negative regulation of superoxide anion generation,"Posttranslational modification, protein turnover, chaperones"
Acropora_010708,1.0165852710275485,1.7355798256489754,5S rRNA binding,Transcription
Acropora_010718,-9.867207206996632,-2.173195364411621,extracellular ligand-gated ion channel activity,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010720,-2.4815989934698157,-4.659930597935236,dual serine threonine and tyrosine protein,Signal transduction mechanisms
Acropora_010729,1.6076786932339662,3.827012654391148,Epidermal growth factor-like domain.,Signal transduction mechanisms
Acropora_010738,-2.6910709992433617,-4.2570444001199785,NA,NA
Acropora_010744,-2.8862707801455763,-2.377034800079016,NA,NA
Acropora_010746,-2.113659776426815,-2.5377726982378332,NA,NA
Acropora_010747,2.6012827441124182,8.997758323928158,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,"Posttranslational modification, protein turnover, chaperones"
Acropora_010752,-1.1026588924615162,-1.0411850524984212,regulation of podosome assembly,Cytoskeleton
Acropora_010764,1.3632727473423134,3.7609675000856804,COMM domain-containing protein,Function Unknown
Acropora_010765,2.7295166203918564,2.55544565348132,snRNA processing,RNA processing and modification
Acropora_010769,-1.2079121204734549,-1.3170499354557623,MBT domain-containing protein 1,Transcription
Acropora_010772,-1.6404520346492424,-1.871285263092945,Protein kinase C conserved region 2 (CalB),
Acropora_010773,1.311500955999413,4.098394003208917,Importin 9,
Acropora_010777,2.6051663485578245,1.5746882328086644,LON peptidase N-terminal domain and RING finger,"Posttranslational modification, protein turnover, chaperones"
Acropora_010780,3.5368118941513047,5.415351002051849,NA,NA
Acropora_010782,14.164261378688229,11.619186058652957,Green fluorescent protein,Function Unknown
Acropora_010783,1.0743681669700473,-1.157057654960751,Green fluorescent protein,Function Unknown
Acropora_010786,-2.4950659455647446,-2.574775933040626,platelet formation,"Intracellular trafficking, secretion, and vesicular transport"
Acropora_010787,-1.1435397110827155,-4.192306576447782,GTP binding,"Cell cycle control, cell division, chromosome partitioning"
Acropora_010791,19.345534204121883,7.963217291058996,"Responsible for the deiodination of T4 (3,5,3',5'- tetraiodothyronine)",Energy production and conversion
Acropora_010795,-2.5768979523826765,-1.9997490460524023,translation initiation factor activity,"Translation, ribosomal structure and biogenesis"
Acropora_010796,2.59178395925622,7.906526655952982,protein kinase activity,Signal transduction mechanisms
