"","pval","term","direction","color"
"1/25 regulation of cardiac muscle cell differentiation",0.0436336296836575,"GO:2000725",0,"skyblue2"
"11/113 regulation of muscle cell differentiation",0.00340249371638121,"GO:0051147",0,"dodgerblue2"
"7/65 regulation of striated muscle cell differentiation",0.00419549948765397,"GO:0051153",0,"dodgerblue2"
"4/79 negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.0487032318140892,"GO:0090101",0,"skyblue2"
"16/199 regulation of cellular response to growth factor stimulus",0.00675991647725763,"GO:0090287",0,"dodgerblue2"
"14/152 regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.0021935927389776,"GO:0090092",0,"dodgerblue2"
"4/72 regulation of BMP signaling pathway",0.000890256408363665,"GO:0030510",0,"dodgerblue2"
"2/38 negative regulation of BMP signaling pathway",0.0102337539224922,"GO:0030514",0,"skyblue2"
"5/24 regulation of pathway-restricted SMAD protein phosphorylation",0.00426845901674486,"GO:0060393",0,"dodgerblue2"
"58/700 regulation of protein phosphorylation",0.00942930935055586,"GO:0001932",0,"dodgerblue2"
"5/15 positive regulation of pathway-restricted SMAD protein phosphorylation",0.0163276222304401,"GO:0010862",0,"skyblue2"
"11/59 transforming growth factor beta receptor signaling pathway",0.00131044665788774,"GO:0007179",0,"dodgerblue2"
"32/374 enzyme linked receptor protein signaling pathway",0.00316550804404385,"GO:0007167;GO:0007169",0,"dodgerblue2"
"16/97 transmembrane receptor protein serine/threonine kinase signaling pathway",0.00350938949251463,"GO:0007178",0,"dodgerblue2"
"32/303 response to growth factor",0.00705583395129598,"GO:0071363;GO:0070848",0,"dodgerblue2"
"13/91 response to transforming growth factor beta",0.0086104263844293,"GO:0071559;GO:0071560",0,"dodgerblue2"
"16/134 regulation of vasculature development",0.0326731042412194,"GO:0045765;GO:1901342",0,"skyblue2"
"10/160 negative regulation of locomotion",0.0031498890699302,"GO:0040013;GO:0051271;GO:2000146;GO:0030336",0,"dodgerblue2"
"2/41 regulation of smooth muscle cell migration",0.0445237530953153,"GO:0014910",0,"skyblue2"
"38/492 regulation of cellular component movement",0.000327715779767863,"GO:0030334;GO:2000145;GO:0051270",0,"dodgerblue2"
"42/590 regulation of locomotion",1.5729773823052e-05,"GO:0040012",0,"dodgerblue2"
"22/317 positive regulation of locomotion",0.0219840856515703,"GO:0040017",0,"skyblue2"
"12/148 maintenance of cell number",0.0318998563963118,"GO:0019827;GO:0098727",0,"skyblue2"
"3/36 neuromuscular process controlling balance",0.0466593209866208,"GO:0050885",0,"skyblue2"
"13/145 ear development",0.00741903070186534,"GO:0043583;GO:0048839",0,"dodgerblue2"
"2/26 inner ear receptor cell stereocilium organization",0.0370874572079669,"GO:0060122",0,"skyblue2"
"7/63 neuroepithelial cell differentiation",0.00639571838397905,"GO:0060563",0,"dodgerblue2"
"4/43 inner ear auditory receptor cell differentiation",0.044217051391042,"GO:0042491",0,"skyblue2"
"32/352 epithelial cell development",0.000508266388002089,"GO:0002064;GO:0002065;GO:0002066",0,"dodgerblue2"
"53/483 epithelial cell differentiation",1.58045562384643e-05,"GO:0030855",0,"dodgerblue2"
"21/198 epidermis development",0.000788809614342217,"GO:0008544",0,"dodgerblue2"
"16/132 epidermal cell differentiation",0.0205254056878025,"GO:0009913",0,"skyblue2"
"16/95 camera-type eye morphogenesis",0.00658508254626461,"GO:0048593",0,"dodgerblue2"
"5/24 retina layer formation",0.0215345012776588,"GO:0010842",0,"skyblue2"
"36/223 camera-type eye development",0.000130288085135649,"GO:0043010",0,"dodgerblue2"
"29/325 sensory organ morphogenesis",0.000189190655828681,"GO:0090596;GO:0048592",0,"dodgerblue2"
"51/562 sensory organ development",1.56099877267614e-09,"GO:0001654;GO:0007423",0,"dodgerblue2"
"10/199 compound eye development",0.00974569215451077,"GO:0001745;GO:0048749",0,"dodgerblue2"
"13/139 gland morphogenesis",0.0130297797548292,"GO:0022612",0,"skyblue2"
"10/118 limb development",0.0159644353474654,"GO:0030326;GO:0035108;GO:0035113;GO:0060173",0,"skyblue2"
"16/297 appendage development",0.00488012083396018,"GO:0035107;GO:0048736",0,"dodgerblue2"
"30/426 post-embryonic animal organ development",0.0137533489051784,"GO:0048569;GO:0007444",0,"skyblue2"
"33/355 instar larval or pupal development",0.0362533986209318,"GO:0002165;GO:0007560;GO:0048563;GO:0009886;GO:0007552;GO:0048707",0,"skyblue2"
"46/625 post-embryonic development",0.00511904488181999,"GO:0009791",0,"dodgerblue2"
"3/16 parasympathetic nervous system development",0.0143713590413253,"GO:0021783;GO:0048486",0,"skyblue2"
"23/238 anterior/posterior pattern specification",0.017101131047206,"GO:0009952",0,"skyblue2"
"21/252 segmentation",0.0432915549468731,"GO:0009880;GO:0035282",0,"skyblue2"
"46/561 pattern specification process",0.000189190655828681,"GO:0003002;GO:0007389",0,"dodgerblue2"
"13/155 blastoderm segmentation",0.0171412739852573,"GO:0007350",0,"skyblue2"
"2/41 osteoblast differentiation",0.044217051391042,"GO:0001649",0,"skyblue2"
"12/111 regulation of ossification",0.015170440253276,"GO:0030278",0,"skyblue2"
"16/218 in utero embryonic development",0.00576453909574233,"GO:0001701",0,"dodgerblue2"
"37/429 chordate embryonic development",0.0453402037488711,"GO:0043009",0,"skyblue2"
"52/521 circulatory system development",0.000631397342208369,"GO:0072359",0,"dodgerblue2"
"24/276 cardiovascular system development",0.0200608620139076,"GO:0001568;GO:0001944;GO:0072358",0,"skyblue2"
"2/9 retina vasculature development in camera-type eye",0.0115317092561067,"GO:0061298",0,"skyblue2"
"1/9 pharyngeal arch artery morphogenesis",0.036093732113103,"GO:0061626",0,"skyblue2"
"29/205 heart morphogenesis",0.046537238736376,"GO:0003007",0,"skyblue2"
"39/384 heart development",0.0255620909359346,"GO:0007507",0,"skyblue2"
"61/682 tissue morphogenesis",0.000355383294654975,"GO:0002009;GO:0048729",0,"dodgerblue2"
"2/5 optic vesicle morphogenesis",0.0475421463318244,"GO:0003404",0,"skyblue2"
"58/581 embryonic morphogenesis",9.44410214826249e-05,"GO:0048598",0,"dodgerblue2"
"32/351 embryonic organ development",0.0125795546755944,"GO:0048568",0,"skyblue2"
"9/36 embryonic eye morphogenesis",0.0213351150852449,"GO:0031076;GO:0048048;GO:0048596",0,"skyblue2"
"26/245 embryonic organ morphogenesis",0.0287896541831896,"GO:0048562",0,"skyblue2"
"7/96 regulation of morphogenesis of an epithelium",0.0487384490105397,"GO:1905330",0,"skyblue2"
"6/59 kidney morphogenesis",0.0462764588950334,"GO:0060993",0,"skyblue2"
"57/639 tube morphogenesis",5.13358653476084e-05,"GO:0035239;GO:0060562",0,"dodgerblue2"
"1/7 mesonephric tubule formation",0.0200608620139076,"GO:0072172",0,"skyblue2"
"16/217 post-translational protein modification",0.0372240776655095,"GO:0043687",1,"lightcoral"
"8/48 regulation of DNA-templated transcription in response to stress",0.0137253296871099,"GO:0043618;GO:0043620",0,"skyblue2"
"11/138 protein folding",0.049777746783299,"GO:0006457",1,"lightcoral"
"5/11 regulation of inclusion body assembly",0.0251076716827229,"GO:0090083;GO:0090084",0,"skyblue2"
"2/44 carbohydrate derivative transport",0.0418492998658932,"GO:1901264",1,"lightcoral"
"2/9 regulation of translational fidelity",0.0361311493576438,"GO:0006450;GO:0106074",1,"lightcoral"
"16/236 protein targeting",2.92772819645922e-06,"GO:0006605",1,"firebrick1"
"4/90 protein targeting to membrane",2.13572718660547e-08,"GO:0006612",1,"firebrick1"
"15/276 protein localization to membrane",0.00432021196683581,"GO:0072657",1,"firebrick1"
"7/147 establishment of protein localization to membrane",1.1743240408899e-06,"GO:0090150",1,"firebrick1"
"3/77 establishment of protein localization to endoplasmic reticulum",2.58638220286064e-09,"GO:0006613;GO:0006614;GO:0045047;GO:0072599",1,"firebrick1"
"3/87 protein localization to endoplasmic reticulum",1.10843408971551e-07,"GO:0070972",1,"firebrick1"
"2/77 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.000200071048665792,"GO:0000184",1,"firebrick1"
"3/99 translational initiation",2.92772819645922e-06,"GO:0006413",1,"firebrick1"
"19/507 cellular amide metabolic process",2.1326002884381e-07,"GO:0043603",1,"firebrick1"
"17/420 amide biosynthetic process",1.38624362894301e-05,"GO:0006518;GO:0043604",1,"firebrick1"
"4/86 cytoplasmic translation",7.71683182930516e-09,"GO:0002181",1,"firebrick1"
"9/273 peptide biosynthetic process",9.79847718645466e-06,"GO:0006412;GO:0043043",1,"firebrick1"
"3/17 cholesterol biosynthetic process",0.0418492998658932,"GO:0006695",1,"lightcoral"
"7/158 lipid catabolic process",0.0251076716827229,"GO:0016042;GO:0044242",1,"lightcoral"
"22/248 sulfur compound metabolic process",0.0245792336077546,"GO:0006790",1,"lightcoral"
"16/121 ammonium ion metabolic process",0.0274479057303152,"GO:0097164",1,"lightcoral"
"18/143 cellular modified amino acid metabolic process",0.016451611832548,"GO:0006575",1,"lightcoral"
"4/13 amino-acid betaine metabolic process",0.0200608620139076,"GO:0006577",1,"lightcoral"
"6/47 cellular biogenic amine metabolic process",0.000743821239204182,"GO:0006576;GO:0044106;GO:0009308",1,"firebrick1"
"3/9 choline metabolic process",0.0121846436855719,"GO:0019695;GO:0042426",1,"lightcoral"
"3/19 amine catabolic process",0.00123004279575288,"GO:0042402;GO:0009310",1,"firebrick1"
"40/648 organonitrogen compound catabolic process",0.00463614228254906,"GO:1901565",1,"firebrick1"
"3/89 cellular amino acid catabolic process",0.027148311028538,"GO:1901606;GO:0009063",1,"lightcoral"
"57/652 organic acid metabolic process",0.00784822754100208,"GO:0006082;GO:0019752;GO:0043436",1,"firebrick1"
"14/227 cellular amino acid metabolic process",0.0219840856515703,"GO:0006520",1,"lightcoral"
"12/272 small molecule catabolic process",0.00408678387370532,"GO:0044282",1,"firebrick1"
"8/174 carboxylic acid catabolic process",0.000415468338135017,"GO:0046395;GO:0016054",1,"firebrick1"
"24/376 carbohydrate derivative biosynthetic process",0.0287896541831896,"GO:1901137",1,"lightcoral"
"0/16 protein mannosylation",0.0321514554397456,"GO:0035268;GO:0035269",1,"lightcoral"
"2/26 mannosylation",0.0187434144632488,"GO:0097502",1,"lightcoral"
"3/66 lipoprotein metabolic process",0.00157281801183886,"GO:0006497;GO:0042157;GO:0042158",1,"firebrick1"
"2/72 liposaccharide metabolic process",0.0140475986717773,"GO:0006664;GO:1903509",1,"lightcoral"
"51/680 carbohydrate derivative metabolic process",1.0646276397076e-06,"GO:1901135",1,"firebrick1"
"4/71 membrane lipid biosynthetic process",0.0071500070905518,"GO:0046467",1,"firebrick1"
"1/39 glycolipid biosynthetic process",0.0469409825128286,"GO:0006505;GO:0006506;GO:0009247",1,"lightcoral"
"6/117 membrane lipid metabolic process",0.00426845901674486,"GO:0006643",1,"firebrick1"
"18/306 establishment of protein localization to organelle",0.00415422202073168,"GO:0072594",1,"firebrick1"
"4/56 protein localization to mitochondrion",0.0257984480938417,"GO:0006626;GO:0072655;GO:0070585",1,"lightcoral"
"1/15 protein import into mitochondrial matrix",0.0140475986717773,"GO:0030150",1,"lightcoral"
"3/28 inner mitochondrial membrane organization",0.0220958009650828,"GO:0007007",1,"lightcoral"
"14/141 mitochondrial transport",0.00658508254626461,"GO:0006839",1,"firebrick1"
"5/59 mitochondrial transmembrane transport",0.000292359068687406,"GO:1990542",1,"firebrick1"
"1/25 cytochrome complex assembly",0.00623217574277342,"GO:0017004",1,"firebrick1"
"0/29 autophagy of mitochondrion",0.0463262620045189,"GO:0000422;GO:0061726",1,"lightcoral"
"22/300 mitochondrion organization",2.1338578901798e-06,"GO:0007005",1,"firebrick1"
"6/73 proton transmembrane transport",0.0172109633163694,"GO:1902600",1,"lightcoral"
"1/22 quinone metabolic process",0.0278346410547648,"GO:1901661",1,"lightcoral"
"32/370 cofactor metabolic process",0.000148866602290046,"GO:0051186",1,"firebrick1"
"18/240 coenzyme metabolic process",0.0140475986717773,"GO:0006732",1,"lightcoral"
"1/16 ubiquinone metabolic process",0.0438353409826528,"GO:0006743;GO:0006744;GO:1901663",1,"lightcoral"
"0/33 mitochondrial respiratory chain complex I assembly",0.000591472831031693,"GO:0010257;GO:0032981",1,"firebrick1"
"1/55 mitochondrial respiratory chain complex assembly",5.44326299837993e-06,"GO:0033108",1,"firebrick1"
"11/163 nucleoside monophosphate metabolic process",0.000631397342208369,"GO:0009123;GO:0009126;GO:0009161;GO:0009167",1,"firebrick1"
"2/9 mitochondrial electron transport, ubiquinol to cytochrome c",0.00908144514232472,"GO:0006122",1,"firebrick1"
"34/452 nucleobase-containing small molecule metabolic process",0.00085721854180135,"GO:0009117;GO:0006753;GO:0055086",1,"firebrick1"
"27/327 purine-containing compound metabolic process",0.000808179806676812,"GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693",1,"firebrick1"
"0/14 ATP synthesis coupled proton transport",0.0216542259247241,"GO:0015985;GO:0015986;GO:0042776",1,"lightcoral"
"52/652 organophosphate metabolic process",7.90808480270887e-05,"GO:0019637",1,"firebrick1"
"13/158 nucleoside triphosphate metabolic process",1.58045562384643e-05,"GO:0046034;GO:0009205;GO:0009144;GO:0009141;GO:0009199",1,"firebrick1"
"62/598 oxidation-reduction process",6.41247064934764e-06,"GO:0055114",1,"firebrick1"
"6/105 cellular respiration",3.89862090692579e-07,"GO:0045333",1,"firebrick1"
"2/54 aerobic respiration",0.0071500070905518,"GO:0009060",1,"firebrick1"
"10/154 energy derivation by oxidation of organic compounds",0.000252370400301187,"GO:0015980",1,"firebrick1"
"36/410 drug metabolic process",0.000185093664174417,"GO:0017144",1,"firebrick1"
"2/25 mitochondrial electron transport, NADH to ubiquinone",0.000605295968241766,"GO:0006120",1,"firebrick1"
"18/259 generation of precursor metabolites and energy",6.97496059728646e-05,"GO:0006091",1,"firebrick1"
"6/66 oxidative phosphorylation",2.02029034622513e-10,"GO:0006119",1,"firebrick1"
"12/108 electron transport chain",1.10843408971551e-07,"GO:0022900",1,"firebrick1"
"5/62 respiratory electron transport chain",4.35599006855948e-07,"GO:0022904;GO:0042773;GO:0042775",1,"firebrick1"
