delta.rank,pval,level,nseqs,term,name,p.adj,GO_category
-485,5.40734579062182e-9,3,670,GO:0007417;GO:0007420;GO:0060322,central nervous system development,1.29055319536174e-6,BP
-342,0.00148160163944308,4,384,GO:0007507,heart development,0.0255620909359336,BP
-527,2.04975584665231e-4,4,215,GO:0007517,muscle organ development,0.00623217574277242,BP
-666,0.0025780860280922,5,87,GO:0007519,skeletal muscle tissue development,0.0387592566113179,BP
-678,4.04046790892151e-9,3,332,GO:0007600,sensory perception,1.0646276387076e-6,BP
-570,7.21576009020294e-4,2,151,GO:0007605;GO:0050954,sensory perception of mechanical stimulus,0.0153650088463504,BP
-1108,1.51386387728893e-6,5,80,GO:0007606,sensory perception of chemical stimulus,1.54846648019839e-4,BP
-484,3.48404168174422e-9,1,694,GO:0007610,behavior,1.00869640863313e-6,BP
-651,1.95655338933933e-7,4,279,GO:0007611;GO:0050890,cognition,2.73344824735017e-5,BP
-605,4.32366107427292e-4,5,145,GO:0007612,learning,0.0105386938865682,BP
-1350,2.7701407139226e-10,2,93,GO:0007617;GO:0007618,mating,1.32228050077905e-7,BP
-1691,3.57134283481382e-11,2,65,GO:0007619;GO:0060179,courtship behavior,2.92237882254479e-8,BP
-680,5.55568514035039e-4,2,110,GO:0007623,circadian rhythm,0.0128318405177125,BP
-675,5.00235074251613e-7,2,241,GO:0007626,locomotory behavior,6.2290141419853e-5,BP
-788,5.42485690144976e-5,2,112,GO:0007635,chemosensory behavior,0.00237202903293925,BP
-2356,6.95966681796408e-5,3,12,GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070,proboscis extension reflex,0.00286912177728496,BP
-582,0.0010796293180603,6,135,GO:0008016;GO:1903522,regulation of blood circulation,0.0205254056878015,BP
-1462,8.85416562518962e-6,3,39,GO:0008049,male courtship behavior,5.91472831030693e-4,BP
-367,8.72172891872335e-5,1,518,GO:0008283,cell population proliferation,0.00337554481394915,BP
-409,4.31496335663053e-5,2,448,GO:0008284,positive regulation of cell population proliferation,0.00197728880854237,BP
-451,1.90123629132807e-5,2,400,GO:0008285,negative regulation of cell population proliferation,0.00101778331558198,BP
-620,0.00231845170976987,2,103,GO:0008306,associative learning,0.0362533986209308,BP
-478,0.00121662878986713,2,198,GO:0008361,regulation of cell size,0.0219840856515693,BP
-454,0.00127485553154455,3,218,GO:0008406;GO:0045137,development of primary sexual characteristics,0.0227488239398355,BP
-643,1.36334063931181e-5,2,198,GO:0008544,epidermis development,7.88809614341217e-4,BP
1025,2.52147596419564e-4,5,54,GO:0009060,aerobic respiration,0.0071500070905508,BP
431,1.51150615785327e-5,5,452,GO:0009117;GO:0006753;GO:0055086,nucleobase-containing small molecule metabolic process,8.5721854180035e-4,BP
717,1.01073553046387e-5,2,163,GO:0009123;GO:0009126;GO:0009161;GO:0009167,nucleoside monophosphate metabolic process,6.31397342207369e-4,BP
504,1.41092843344241e-5,3,327,GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693,purine-containing compound metabolic process,8.08179806675812e-4,BP
-833,1.0264800087713e-5,2,120,GO:0009581;GO:0009582,detection of abiotic stimulus,6.32223386047528e-4,BP
-876,3.10912074036614e-4,3,72,GO:0009583,detection of light stimulus,0.008440305024084,BP
-1170,6.7934542983222e-5,2,49,GO:0009584,detection of visible light,0.00284107766481016,BP
-708,6.44329864621117e-6,2,175,GO:0009612,response to mechanical stimulus,4.67179932221488e-4,BP
-311,7.821927091477e-4,2,529,GO:0009725,response to hormone,0.0163276222304391,BP
-325,1.563954005444e-4,2,625,GO:0009791,post-embryonic development,0.00511904488181899,BP
-390,0.00300803751202079,3,252,GO:0009880;GO:0035282,segmentation,0.0432915549468721,BP
-588,0.00108575382740989,4,132,GO:0009913,epidermal cell differentiation,0.0205254056878015,BP
-451,8.3594914336896e-4,4,238,GO:0009952,anterior/posterior pattern specification,0.017101131047205,BP
-249,0.00251934006389878,2,683,GO:0010243;GO:1901698,response to nitrogen compound,0.0381766663651117,BP
1591,8.69715021472667e-6,4,33,GO:0010257;GO:0032981,mitochondrial respiratory chain complex I assembly,5.91472831030693e-4,BP
-400,2.69597447512364e-5,2,498,GO:0010564,regulation of cell cycle process,0.00134282972117463,BP
-457,1.21220891355771e-5,2,408,GO:0010638,positive regulation of organelle organization,7.232846517561e-4,BP
-312,0.00243883072216956,6,421,GO:0010720;GO:0050769;GO:0051962,positive regulation of cell development,0.0372240776655085,BP
-421,0.00246512660000818,6,224,GO:0010769,regulation of cell morphogenesis involved in differentiation,0.0374542312064903,BP
-1362,0.00115793058546065,2,24,GO:0010842,retina layer formation,0.0215345012776578,BP
-1779,7.83885494652713e-4,2,15,GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,0.0163276222304391,BP
-2147,1.59998139502513e-5,3,17,GO:0010960,magnesium ion homeostasis,8.81220522183072e-4,BP
-1342,0.00273930654761104,4,21,GO:0010971;GO:1902751,positive regulation of cell cycle G2/M phase transition,0.0407551893628988,BP
-369,3.48415681257139e-5,3,576,GO:0010975;GO:0045664;GO:0120035;GO:0031344,regulation of cell projection organization,0.00166310418520074,BP
-1358,0.001191257451023,4,24,GO:0010996,response to auditory stimulus,0.0219405873937612,BP
-948,0.00316361164626273,2,41,GO:0014910,regulation of smooth muscle cell migration,0.0445237530953143,BP
-3058,2.59954584109073e-4,9,6,GO:0015705;GO:0061588;GO:0061590;GO:0061591,calcium activated phosphatidylcholine scrambling,0.00729911694988613,BP
781,2.95195824373473e-6,2,154,GO:0015980,energy derivation by oxidation of organic compounds,2.52370400300187e-4,BP
1780,0.0011719291265126,4,14,GO:0015985;GO:0015986;GO:0042776,ATP synthesis coupled proton transport,0.0216542259247231,BP
525,0.00144033002088804,4,158,GO:0016042;GO:0044242,lipid catabolic process,0.0251076716827219,BP
-619,4.24309015811429e-4,2,139,GO:0016049;GO:0048588,cell growth,0.0103865044554182,BP
-544,0.0012077524121435,2,152,GO:0016458,gene silencing,0.0219840856515693,BP
1525,2.04526464615275e-4,3,25,GO:0017004,cytochrome complex assembly,0.00623217574277242,BP
-1301,0.00237488703293027,2,23,GO:0017085,response to insecticide,0.0366667194733816,BP
-2261,0.00182405489888365,2,8,GO:0017121,plasma membrane phospholipid scrambling,0.0302845984371175,BP
497,1.87420260510792e-6,3,410,GO:0017144,drug metabolic process,1.85093664173417e-4,BP
-653,7.01223841995936e-4,2,115,GO:0018105;GO:0018209,peptidyl-serine modification,0.0150434837713585,BP
-888,1.86201028230127e-7,2,148,GO:0019098,reproductive behavior,2.66639872425542e-5,BP
-1265,9.9542317311554e-5,2,40,GO:0019226,transmission of nerve impulse,0.00367857028103601,BP
-1749,9.58084719384898e-6,2,27,GO:0019228,neuronal action potential,6.09767696959633e-4,BP
-970,3.64959629452061e-5,2,77,GO:0019233,sensory perception of pain,0.00171351537500115,BP
418,6.76494684580718e-7,3,652,GO:0019637,organophosphate metabolic process,7.90808480260888e-5,BP
2372,5.21165800098615e-4,4,9,GO:0019695;GO:0042426,choline metabolic process,0.0121846436855709,BP
-528,0.00193166041862689,2,148,GO:0019827;GO:0098727,maintenance of cell number,0.0318998563963108,BP
-1019,2.73547462019378e-4,2,54,GO:0021545,cranial nerve development,0.00756946793452656,BP
-1513,0.00318042499210893,2,16,GO:0021554,optic nerve development,0.0446506724382352,BP
-1215,2.68072191085827e-4,2,38,GO:0021602,cranial nerve morphogenesis,0.00745396849776513,BP
-2333,2.09864818036021e-5,2,14,GO:0021604,cranial nerve structural organization,0.00110284924560581,BP
-2331,1.63961064006584e-4,2,11,GO:0021631,optic nerve morphogenesis,0.00529229291665212,BP
-2409,9.81100592705402e-5,4,11,GO:0021633;GO:0048150;GO:0060372;GO:0086028;GO:0086069;GO:0086043;GO:0086050;GO:0086052;GO:0098914;GO:0099624;GO:1903818,positive regulation of voltage-gated potassium channel activity,0.00364918454221853,BP
-1067,7.26962046547933e-6,3,75,GO:0021675,nerve development,5.1407883983044e-4,BP
-1747,6.62367106653215e-4,3,16,GO:0021783;GO:0048486,parasympathetic nervous system development,0.0143713590413243,BP
-2446,0.00348261637599119,4,6,GO:0021978,telencephalon regionalization,0.0471594009495923,BP
-482,0.00339929572998325,2,159,GO:0022407,regulation of cell-cell adhesion,0.046537238736375,BP
-447,3.89815820159338e-7,4,591,GO:0022603,regulation of anatomical structure morphogenesis,5.07469322243793e-5,BP
-449,1.16832205141822e-4,5,324,GO:0022604,regulation of cell morphogenesis,0.00419549948765297,BP
-605,5.68688013042432e-4,4,139,GO:0022612,gland morphogenesis,0.0130297797548282,BP
-690,4.58252191549253e-4,2,110,GO:0022898;GO:0032409;GO:0032412,regulation of transporter activity,0.0110874879410041,BP
1264,2.04486908031706e-10,3,108,GO:0022900,electron transport chain,1.10843407971551e-7,BP
1587,1.29280431207247e-9,2,62,GO:0022904;GO:0042773;GO:0042775,respiratory electron transport chain,4.35599005855948e-7,BP
-2610,2.43699857069892e-5,2,11,GO:0023041,neuronal signal transduction,0.00124458329265128,BP
-648,8.11749747367219e-4,3,114,GO:0030010,establishment of cell polarity,0.0167255487515087,BP
-375,0.001032476046764,2,338,GO:0030029;GO:0030036,actin filament-based process,0.0200608620139066,BP
-521,4.69548846951327e-6,4,341,GO:0030031;GO:0044782;GO:0060271;GO:0120031,cell projection assembly,3.5861010604496e-4,BP
-823,0.00126408521364028,2,65,GO:0030048;GO:0070252,actin filament-based movement,0.022627125324161,BP
-476,6.40035841380574e-4,2,223,GO:0030111;GO:0060828,regulation of Wnt signaling pathway,0.0140475986717763,BP
1809,6.40087858473048e-4,2,15,GO:0030150,protein import into mitochondrial matrix,0.0140475986717763,BP
-423,9.27225568419079e-4,3,267,GO:0030155,regulation of cell adhesion,0.0186356072136999,BP
-674,3.94389570480731e-4,3,118,GO:0030178;GO:0090090,negative regulation of Wnt signaling pathway,0.00993781934410977,BP
-664,7.09790151514963e-4,4,111,GO:0030278,regulation of ossification,0.015170440253275,BP
-641,7.55678379530808e-4,2,118,GO:0030326;GO:0035108;GO:0035113;GO:0060173,limb development,0.0159644353474644,BP
-441,4.1193324272371e-6,2,492,GO:0030334;GO:2000145;GO:0051270,regulation of cellular component movement,3.27715779766863e-4,BP
-853,0.00279173608463244,2,52,GO:0030431,sleep,0.0412140832288006,BP
-1046,1.63192951951955e-5,3,72,GO:0030510,regulation of BMP signaling pathway,8.90256408362665e-4,BP
-1178,4.12709000714991e-4,3,38,GO:0030514,negative regulation of BMP signaling pathway,0.0102337539224912,BP
-515,0.00105240447640367,2,174,GO:0030534,adult behavior,0.0202968782519873,BP
-513,1.0678884498527e-7,2,483,GO:0030855,epithelial cell differentiation,1.58045562374643e-5,BP
-930,6.79517528070866e-5,5,78,GO:0030856,regulation of epithelial cell differentiation,0.00284107766481016,BP
-414,0.00201620966314977,2,242,GO:0030900,forebrain development,0.0329027035627404,BP
-618,2.04502225150732e-4,4,155,GO:0031056;GO:1902275,regulation of chromatin organization,0.00623217574277242,BP
-712,7.72026230522111e-4,4,95,GO:0031058;GO:1905269,positive regulation of chromatin organization,0.0161984111664126,BP
-931,5.09854165968113e-4,5,59,GO:0031060,regulation of histone methylation,0.0119690355027268,BP
-1114,0.00114348469468748,4,36,GO:0031076;GO:0048048;GO:0048596,embryonic eye morphogenesis,0.0213351150852439,BP
-932,0.00136118486056276,5,50,GO:0031110,regulation of microtubule polymerization or depolymerization,0.0240644039546404,BP
-1626,3.97304579225059e-4,2,20,GO:0031114,regulation of microtubule depolymerization,0.00993781934410977,BP
-260,0.00232561762808565,4,631,GO:0031401,positive regulation of protein modification process,0.0362533986209308,BP
-1358,4.68858167757608e-4,2,28,GO:0031440,regulation of mRNA 3'-end processing,0.0111900816038149,BP
-2089,4.20697679995796e-4,2,12,GO:0031987,locomotion involved in locomotory behavior,0.0103423017640168,BP
-393,2.45527081127085e-5,4,524,GO:0032101,regulation of response to external stimulus,0.00124458329265128,BP
-759,0.00220553270979351,2,69,GO:0032231;GO:0051492;GO:0110020,regulation of actomyosin structure organization,0.0352878073353563,BP
-631,0.00371192913501116,4,90,GO:0032355,response to estradiol,0.0495665838925178,BP
-956,0.00161532901863989,2,46,GO:0032411,positive regulation of transporter activity,0.0274479057303142,BP
-1370,3.95926851966185e-5,2,38,GO:0032414;GO:2001259,positive regulation of ion transmembrane transporter activity,0.00182892661940509,BP
-904,8.18706536610905e-4,4,58,GO:0032526,response to retinoic acid,0.0168084266727859,BP
-426,3.18514362590692e-4,4,314,GO:0032870,cellular response to hormone stimulus,0.00860589749490323,BP
-357,4.51473472495689e-5,4,601,GO:0032880,regulation of protein localization,0.00202034378941821,BP
-504,0.00193248082568433,4,163,GO:0032886;GO:0070507,regulation of microtubule-based process,0.0318998563963108,BP
-444,2.39031772713673e-4,3,300,GO:0033044,regulation of chromosome organization,0.00691502017224201,BP
1540,2.85087098326463e-8,3,55,GO:0033108,mitochondrial respiratory chain complex assembly,5.44326299737993e-6,BP
-641,2.02854780870481e-4,2,144,GO:0034329;GO:0034330;GO:0045216,cell junction organization,0.00623217574277242,BP
-853,0.00111083420836002,6,62,GO:0034767;GO:1904064,positive regulation of ion transmembrane transport,0.0207936547238111,BP
-1155,5.34621836148806e-4,5,38,GO:0035023,regulation of Rho protein signal transduction,0.0124484303961803,BP
-1899,0.00134163274088517,4,12,GO:0035025,positive regulation of Rho protein signal transduction,0.0237921744265952,BP
-461,1.48243894048341e-4,2,297,GO:0035107;GO:0048736,appendage development,0.00488012083395918,BP
-431,4.03302014769095e-7,3,639,GO:0035239;GO:0060562,tube morphogenesis,5.13358653466084e-5,BP
1589,0.00195894866418835,6,16,GO:0035268;GO:0035269,protein mannosylation,0.0321514554397446,BP
-291,3.51482669952444e-4,4,703,GO:0035556,intracellular signal transduction,0.00927784669809954,BP
-1155,3.14208686377875e-5,2,55,GO:0035637,multicellular organismal signaling,0.00155154082376937,BP
-1368,0.00288431682811123,2,20,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,0.0418492998658922,BP
-1215,0.0025459226327954,4,26,GO:0035914,skeletal muscle cell differentiation,0.0384776908724329,BP
-2739,0.00282264006532832,9,5,GO:0038031,non-canonical Wnt signaling pathway via JNK cascade,0.0414566212671811,BP
-399,4.56939078567846e-6,3,607,GO:0040008,regulation of growth,3.55383294653975e-4,BP
-469,1.01606430065629e-7,3,590,GO:0040012,regulation of locomotion,1.5729773822052e-5,BP
-647,7.86372445879671e-5,2,160,GO:0040013;GO:0051271;GO:2000146;GO:0030336,negative regulation of locomotion,0.0031498890699292,BP
-381,0.00120467903041191,2,317,GO:0040017,positive regulation of locomotion,0.0219840856515693,BP
-853,4.05588994595394e-4,2,73,GO:0040018,positive regulation of multicellular organism growth,0.0101009293958366,BP
-752,8.47041323489965e-8,3,220,GO:0042391,regulation of membrane potential,1.38624362884301e-5,BP
1990,2.38363740098567e-5,5,19,GO:0042402;GO:0009310,amine catabolic process,0.00123004279575188,BP
2027,0.00302660227922288,4,9,GO:0042478,regulation of eye photoreceptor cell development,0.0433807111020571,BP
-926,0.00313409966214432,2,43,GO:0042491,inner ear auditory receptor cell differentiation,0.044217051391041,BP
-1125,1.77763165968822e-4,2,47,GO:0042749,regulation of circadian sleep/wake cycle,0.00565681897038562,BP
-844,5.62913019649371e-5,2,97,GO:0042752,regulation of circadian rhythm,0.00241168588400411,BP
-1492,1.60313419627181e-4,2,27,GO:0042753,positive regulation of circadian rhythm,0.0052174731115028,BP
-300,0.00325328626759525,5,429,GO:0043009,chordate embryonic development,0.0453402037488701,BP
-677,1.22827454561296e-6,2,223,GO:0043010,camera-type eye development,1.30288085134649e-4,BP
-1400,0.00107766055516033,3,23,GO:0043268,positive regulation of potassium ion transport,0.0205254056878015,BP
-415,0.00150881286861673,2,255,GO:0043269,regulation of ion transport,0.0257984480938407,BP
-695,9.63841483780306e-5,2,135,GO:0043270,positive regulation of ion transport,0.00360842092751215,BP
-703,0.00228736465730727,5,80,GO:0043271,negative regulation of ion transport,0.036093732113102,BP
-430,4.67852471701811e-4,2,290,GO:0043434;GO:1901652,response to peptide,0.0111900816038149,BP
-627,2.65520477283902e-4,4,145,GO:0043583;GO:0048839,ear development,0.00741903070186434,BP
586,5.58467251685955e-10,2,507,GO:0043603,cellular amide metabolic process,2.1326002784381e-7,BP
-1018,6.08630192130875e-4,4,48,GO:0043618;GO:0043620,regulation of DNA-templated transcription in response to stress,0.0137253296871089,BP
428,0.00244347995849008,4,217,GO:0043687,post-translational protein modification,0.0372240776655085,BP
-497,2.08375275818742e-6,3,407,GO:0043900,regulation of multi-organism process,1.95667799981927e-4,BP
-670,2.59543621566009e-4,4,127,GO:0043901,negative regulation of multi-organism process,0.00729911694988613,BP
-483,3.54671562204696e-4,2,238,GO:0043902,positive regulation of multi-organism process,0.00929710390095452,BP
-790,1.57008575505802e-5,4,128,GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism",8.76384192215625e-4,BP
-1917,0.00311863254937347,4,10,GO:0043923,positive regulation by host of viral transcription,0.044217051391041,BP
-419,5.72353045478051e-4,4,296,GO:0044057,regulation of system process,0.0130615069501923,BP
-309,2.87301163312909e-4,3,635,GO:0044087,regulation of cellular component biogenesis,0.00787397638017389,BP
-466,7.99249970187551e-5,4,315,GO:0044089,positive regulation of cellular component biogenesis,0.00315731298567882,BP
490,1.1201554961096e-4,2,272,GO:0044282,small molecule catabolic process,0.00408678387370432,BP
-915,0.0010828462205396,2,54,GO:0045069,regulation of viral genome replication,0.0205254056878015,BP
-1460,0.00335310465705667,3,17,GO:0045071,negative regulation of viral genome replication,0.0462764588950324,BP
-432,0.00165990849203091,2,230,GO:0045088;GO:0002831,regulation of response to biotic stimulus,0.0279645760069207,BP
-599,2.53758827865227e-7,3,326,GO:0045165,cell fate commitment,3.46078706193338e-5,BP
-1375,7.5185851871132e-5,3,35,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",0.00303284901068904,BP
-2523,9.26270896588892e-6,2,13,GO:0045188,"regulation of circadian sleep/wake cycle, non-REM sleep",6.02918147234224e-4,BP
1228,1.08900025053793e-9,4,105,GO:0045333,cellular respiration,3.89862089692579e-7,BP
-309,0.00322287144127664,2,406,GO:0045596,negative regulation of cell differentiation,0.045135959940422,BP
-334,2.24497724473474e-4,2,557,GO:0045597,positive regulation of cell differentiation,0.00659447674761056,BP
-861,0.00279122074744646,4,51,GO:0045682,regulation of epidermis development,0.0412140832288006,BP
-553,0.00199643618792361,2,134,GO:0045765;GO:1901342,regulation of vasculature development,0.0326731042412184,BP
-472,3.39843979834664e-5,2,341,GO:0045786,negative regulation of cell cycle,0.00163582043402769,BP
-528,1.57590034563913e-5,5,293,GO:0045787,positive regulation of cell cycle,8.76384192215625e-4,BP
-614,6.10715193653658e-14,2,697,GO:0045892;GO:1903507;GO:1902679;GO:0051253,negative regulation of RNA metabolic process,2.02028034622513e-10,BP
-551,1.2405805731858e-4,2,210,GO:0045926,negative regulation of growth,0.00426845901674386,BP
-435,3.72139635287079e-4,2,294,GO:0045927,positive regulation of growth,0.00960187311227202,BP
-565,0.00110381253221535,2,143,GO:0045931,positive regulation of mitotic cell cycle,0.0207299612607525,BP
-1762,1.23365336003661e-4,3,20,GO:0045938,"positive regulation of circadian sleep/wake cycle, sleep",0.00426845901674386,BP
-558,4.35077946029655e-10,2,571,GO:0045944,positive regulation of transcription by RNA polymerase II,1.91702036527528e-7,BP
876,1.07607837510668e-7,2,158,GO:0046034;GO:0009205;GO:0009144;GO:0009141;GO:0009199,nucleoside triphosphate metabolic process,1.58045562374643e-5,BP
714,5.65756466034451e-6,3,174,GO:0046395;GO:0016054,carboxylic acid catabolic process,4.15468338134017e-4,BP
895,2.51726235584764e-4,2,71,GO:0046467,membrane lipid biosynthetic process,0.0071500070905508,BP
-3255,3.85286426457656e-4,2,5,GO:0046680,response to DDT,0.00985232433370292,BP
-582,0.0010773669392234,2,135,GO:0046777,protein autophosphorylation,0.0205254056878015,BP
-1621,5.75213400337019e-4,6,19,GO:0046782;GO:0043921;GO:0052472;GO:0052312,regulation of viral transcription,0.0130746918933748,BP
-2404,1.16453893855972e-5,2,14,GO:0048047,"mating behavior, sex discrimination",7.02155688428429e-4,BP
-604,0.00236639760324611,3,108,GO:0048167,regulation of synaptic plasticity,0.036634393165929,BP
-988,0.00235602752728225,2,40,GO:0048260,positive regulation of receptor-mediated endocytosis,0.0365726983096822,BP
-731,1.06074528337142e-5,1,156,GO:0048511,rhythmic process,6.46377551399095e-4,BP
-783,0.00172856164355597,2,68,GO:0048520,positive regulation of behavior,0.0287896541831886,BP
-791,0.00290051886291187,3,60,GO:0048524;GO:1903902,positive regulation of viral process,0.0418492998658922,BP
-1899,2.24020465827883e-5,2,21,GO:0048532,anatomical structure arrangement,0.00116653566205647,BP
-418,0.00172898761156021,3,245,GO:0048562,embryonic organ morphogenesis,0.0287896541831886,BP
-388,5.42449372358864e-4,2,351,GO:0048568,embryonic organ development,0.0125795546755934,BP
-351,6.14674811404577e-4,3,426,GO:0048569;GO:0007444,post-embryonic animal organ development,0.0137533489051774,BP
-493,9.41071719851985e-7,2,443,GO:0048589;GO:0040007,growth,1.03662669448311e-4,BP
-782,2.23028284562699e-4,2,95,GO:0048593,camera-type eye morphogenesis,0.00658508254626361,BP
-437,8.40868033443238e-7,2,581,GO:0048598,embryonic morphogenesis,9.44410214816248e-5,BP
-422,1.19818547421432e-4,2,368,GO:0048608;GO:0007548;GO:0061458,reproductive system development,0.00426286111571405,BP
-485,3.24779979842593e-6,4,410,GO:0048638,regulation of developmental growth,2.65762817791196e-4,BP
-610,1.6524284709687e-5,2,216,GO:0048639,positive regulation of developmental growth,8.92934932236671e-4,BP
-709,0.00374549735747232,2,71,GO:0048675;GO:1990138,neuron projection extension,0.049777746783298,BP
-1643,0.00273711191851749,3,14,GO:0050434,positive regulation of viral transcription,0.0407551893628988,BP
-526,3.96952694309655e-4,2,196,GO:0050678,regulation of epithelial cell proliferation,0.00993781934410977,BP
-732,2.15857982524147e-4,2,109,GO:0050684,regulation of mRNA processing,0.00647347918271369,BP
-562,9.93712953749204e-4,6,147,GO:0050770,regulation of axonogenesis,0.0196275441347429,BP
-539,0.00371230176150317,8,124,GO:0050773,regulation of dendrite development,0.0495665838925178,BP
-587,1.84823220231245e-4,3,175,GO:0050795,regulation of behavior,0.00581685387628885,BP
-513,1.31341208999785e-4,4,242,GO:0050804;GO:0099177,regulation of trans-synaptic signaling,0.00445161210148384,BP
-785,4.80914226200314e-4,2,84,GO:0050806,positive regulation of synaptic transmission,0.0114301937247942,BP
-565,5.64186292696493e-5,2,220,GO:0050807;GO:0050803,regulation of synapse structure or activity,0.00241168588400411,BP
-568,9.92976127722419e-11,2,595,GO:0050877,nervous system process,6.31974139954891e-8,BP
-1003,0.0034212490946893,2,36,GO:0050885,neuromuscular process controlling balance,0.0466593209866198,BP
-1940,2.51294468754752e-4,3,15,GO:0050893,sensory processing,0.0071500070905508,BP
-954,3.87712322021592e-5,3,79,GO:0050905,neuromuscular process,0.00180554161019486,BP
-1111,2.58805227435217e-6,3,76,GO:0050906,detection of stimulus involved in sensory perception,2.2461156708317e-4,BP
-1762,1.2331046006912e-4,6,20,GO:0050909,sensory perception of taste,0.00426845901674386,BP
-1741,0.0014989569955457,5,14,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,0.0257838608723296,BP
-1062,3.48451278222201e-4,2,48,GO:0050982,detection of mechanical stimulus,0.00924041167433689,BP
-425,3.07323672494996e-6,2,550,GO:0051050,positive regulation of transport,2.58874999419314e-4,BP
-387,0.00267985082469797,2,262,GO:0051051,negative regulation of transport,0.0400788133782506,BP
-762,8.86766266833103e-5,5,113,GO:0051147,regulation of muscle cell differentiation,0.00340249371638021,BP
-1262,1.88480614877831e-4,3,37,GO:0051148,negative regulation of muscle cell differentiation,0.00589954624054763,BP
-984,1.17192723118798e-4,2,65,GO:0051153,regulation of striated muscle cell differentiation,0.00419549948765297,BP
-1100,9.70873109124468e-4,2,38,GO:0051155,positive regulation of striated muscle cell differentiation,0.0192735781718289,BP
528,1.42941046192345e-6,3,370,GO:0051186,cofactor metabolic process,1.48866602289046e-4,BP
-508,2.19768507447109e-4,2,230,GO:0051222;GO:1904951,positive regulation of establishment of protein localization,0.00655642713883875,BP
-371,5.01001850023223e-6,4,705,GO:0051241;GO:0051093,negative regulation of multicellular organismal process,3.77597183806976e-4,BP
-284,5.67167789376316e-4,2,685,GO:0051276,chromosome organization,0.0130297797548282,BP
-1909,0.00202971473805063,2,11,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,0.033028994373733,BP
-692,9.12018565176435e-5,2,137,GO:0051480,regulation of cytosolic calcium ion concentration,0.00345963068962293,BP
-1510,0.00241096129890242,2,17,GO:0051481,negative regulation of cytosolic calcium ion concentration,0.037024092011027,BP
-808,6.87898306730497e-4,2,75,GO:0051592,response to calcium ion,0.0148689867960464,BP
-640,3.58834723068074e-5,2,180,GO:0051606,detection of stimulus,0.00169868206093713,BP
-1012,0.00109693861734845,3,44,GO:0051702;GO:0051851,interaction with symbiont,0.0206686328953024,BP
-786,0.00141683576301887,5,70,GO:0051952,regulation of amine transport,0.0248945866581966,BP
-1070,0.00276953382326399,3,33,GO:0051984,positive regulation of chromosome segregation,0.0410981599472957,BP
-808,0.00103534654042773,2,70,GO:0055024,regulation of cardiac muscle tissue development,0.0200608620139066,BP
-2031,4.50802333573508e-5,3,17,GO:0055075,potassium ion homeostasis,0.00202034378941821,BP
483,3.47043627965741e-8,2,598,GO:0055114,oxidation-reduction process,6.41247064834763e-6,BP
-2530,1.79117334029861e-6,2,15,GO:0060025,regulation of synaptic activity,1.79997208653166e-4,BP
-1392,8.95598515720356e-6,2,43,GO:0060078;GO:0060079;GO:0099565,regulation of postsynaptic membrane potential,5.91472831030693e-4,BP
-1221,0.00242156232468213,6,26,GO:0060122,inner ear receptor cell stereocilium organization,0.0370874572079659,BP
-821,0.00336086014321464,2,54,GO:0060259,regulation of feeding behavior,0.0462764588950324,BP
-328,3.36614456829366e-5,5,752,GO:0060284;GO:0050767;GO:0051960,regulation of nervous system development,0.00163400644806662,BP
-270,0.00287883114558317,4,557,GO:0060341,regulation of cellular localization,0.0418492998658922,BP
-604,0.00172258803431095,3,115,GO:0060359,response to ammonium ion,0.0287896541831886,BP
-1608,1.24447041863866e-4,5,24,GO:0060393,regulation of pathway-restricted SMAD protein phosphorylation,0.00426845901674386,BP
-558,9.72427390303517e-4,2,150,GO:0060560,developmental growth involved in morphogenesis,0.0192735781718289,BP
-961,2.12148479915473e-4,6,63,GO:0060563,neuroepithelial cell differentiation,0.00639571838397805,BP
-786,0.00334524193475144,3,59,GO:0060993,kidney morphogenesis,0.0462764588950324,BP
-415,8.91016161761578e-5,2,396,GO:0061061,muscle structure development,0.00340249371638021,BP
-2385,4.87198610331283e-4,4,9,GO:0061298,retina vasculature development in camera-type eye,0.0115317092561057,BP
-1543,7.06260772690607e-5,2,28,GO:0061337,cardiac conduction,0.00286912177728496,BP
2370,0.00223321034589907,2,7,GO:0061355,Wnt protein secretion,0.035532857948083,BP
-2086,0.00228371883567524,6,9,GO:0061626,pharyngeal arch artery morphogenesis,0.036093732113102,BP
-1147,0.00313394404250923,3,28,GO:0070286,axonemal dynein complex assembly,0.044217051391041,BP
-2178,2.34947915164767e-4,2,12,GO:0070868,heterochromatin organization involved in chromatin silencing,0.00683137897494307,BP
-297,7.57368586283368e-4,2,587,GO:0070925,organelle assembly,0.0159644353474644,BP
1404,2.128626898895e-10,4,87,GO:0070972,protein localization to endoplasmic reticulum,1.10843407971551e-7,BP
-826,6.23708050760974e-5,2,100,GO:0071229,cellular response to acid chemical,0.00264637015908064,BP
