delta.rank,pval,level,nseqs,term,name,p.adj,GO_category
-375,1.39965765959715e-4,2,464,GO:0006468,protein phosphorylation,0.00393001915400612,BP
1004,0.00136606165289673,3,43,GO:0006493,protein O-linked glycosylation,0.0206131423446132,BP
829,0.00106823642487136,2,66,GO:0006497;GO:0042157;GO:0042158,lipoprotein metabolic process,0.0176061622146528,BP
463,6.96142292905962e-6,3,420,GO:0006518;GO:0043604,amide biosynthetic process,3.70067773006496e-4,BP
497,3.29683329682695e-4,5,227,GO:0006520,cellular amino acid metabolic process,0.00734796152693571,BP
751,1.42892315310242e-5,3,143,GO:0006575,cellular modified amino acid metabolic process,6.37578841454617e-4,BP
1181,8.20041311155615e-5,4,47,GO:0006576;GO:0044106;GO:0009308,cellular biogenic amine metabolic process,0.00257709077702315,BP
2049,3.17752838897883e-4,2,13,GO:0006577,amino-acid betaine metabolic process,0.00713760102434146,BP
435,0.0013626821387327,5,236,GO:0006605,protein targeting,0.0206131423446132,BP
1001,4.16978307903796e-6,6,90,GO:0006612,protein targeting to membrane,2.59614320399233e-4,BP
1256,8.81145252773516e-8,2,77,GO:0006613;GO:0006614;GO:0045047;GO:0072599,establishment of protein localization to endoplasmic reticulum,1.17376744369458e-5,BP
385,4.36368786120775e-6,3,658,GO:0006629;GO:0044255,lipid metabolic process,2.65906426265936e-4,BP
458,0.00194564049823148,2,198,GO:0006631,fatty acid metabolic process,0.026534830413976,BP
1053,5.16127554004509e-4,6,46,GO:0006635,fatty acid beta-oxidation,0.0104465675948333,BP
894,2.88100128989438e-6,2,117,GO:0006643,membrane lipid metabolic process,1.87526993051307e-4,BP
832,6.14322067257295e-4,5,72,GO:0006664;GO:1903509,liposaccharide metabolic process,0.011808177185402,BP
827,7.2068044103374e-4,3,71,GO:0006665,sphingolipid metabolic process,0.0133163147298105,BP
979,0.00229579868640703,4,41,GO:0006672,ceramide metabolic process,0.0296178713417556,BP
1690,6.85913018436828e-4,2,17,GO:0006695,cholesterol biosynthetic process,0.0128395744104776,BP
900,2.84705633653096e-4,3,69,GO:0006720,isoprenoid metabolic process,0.00647140424430529,BP
590,1.16446094623925e-5,2,240,GO:0006732,coenzyme metabolic process,5.46723959021182e-4,BP
658,0.00108921463329111,3,105,GO:0006733;GO:0046496;GO:0019362;GO:0072524,oxidoreduction coenzyme metabolic process,0.0177339271025923,BP
460,5.22483258335923e-4,3,248,GO:0006790,sulfur compound metabolic process,0.0105379721962964,BP
-871,6.44933046994811e-4,2,65,GO:0006813;GO:0071805,potassium ion transport,0.0121920016276775,BP
-526,1.23076402446936e-4,2,231,GO:0006874;GO:0055074;GO:0072503;GO:0072507,divalent inorganic cation homeostasis,0.00352490816608025,BP
-399,9.47609351017498e-4,5,301,GO:0006875;GO:0055065,metal ion homeostasis,0.0162512166545755,BP
-350,3.68739682715829e-4,4,467,GO:0006915;GO:0012501;GO:0008219,cell death,0.00809249387967919,BP
-474,5.75084051838398e-6,3,408,GO:0006935;GO:0042330,taxis,3.19813732905859e-4,BP
-273,0.00422886074465336,2,496,GO:0006952,defense response,0.046315323796127,BP
570,2.39978320068875e-6,2,300,GO:0007005,mitochondrion organization,1.61717154982884e-4,BP
-915,0.0028308164606153,3,45,GO:0007009,plasma membrane organization,0.0348707885729128,BP
-429,1.40830381809643e-7,3,703,GO:0007010,cytoskeleton organization,1.55130082116468e-5,BP
-541,3.26725403199314e-9,2,544,GO:0007017,microtubule-based process,7.48593243810268e-7,BP
-853,1.47800335370048e-9,3,218,GO:0007018,microtubule-based movement,3.87826907744528e-7,BP
-1775,0.00121120490147107,4,14,GO:0007026,negative regulation of microtubule depolymerization,0.018965935269085,BP
-1179,1.28844772863824e-5,2,58,GO:0007028;GO:0007315,cytoplasm organization,5.95179724970955e-4,BP
-995,0.00219540593854911,2,40,GO:0007044,cell-substrate junction assembly,0.0290422291362801,BP
-899,0.0018061585229304,2,51,GO:0007097;GO:0051647,nucleus localization,0.0249895556022834,BP
-406,0.00160786968394103,2,263,GO:0007155;GO:0022610,biological adhesion,0.023198684004066,BP
-600,7.04214163018646e-6,2,244,GO:0007163,establishment or maintenance of cell polarity,3.70067773006496e-4,BP
-578,1.11547626384755e-7,3,374,GO:0007167;GO:0007169,enzyme linked receptor protein signaling pathway,1.33113500819141e-5,BP
-884,9.71247642504966e-4,3,59,GO:0007179,transforming growth factor beta receptor signaling pathway,0.0165083278821022,BP
-476,2.43493957069119e-4,2,259,GO:0007186,G protein-coupled receptor signaling pathway,0.00573964356416425,BP
-484,1.31702171884494e-7,2,541,GO:0007267,cell-cell signaling,1.50878008110876e-5,BP
-606,3.79725457633827e-7,5,308,GO:0007268;GO:0098916;GO:0099537;GO:0099536,synaptic signaling,3.56568429725666e-5,BP
-281,6.37129937780322e-4,3,686,GO:0007281;GO:0007292;GO:0048477,germ cell development,0.0121245192146368,BP
-866,4.68109543092226e-5,2,94,GO:0007308;GO:0007309,oocyte construction,0.00175004905833452,BP
-1958,0.00253402458860231,2,10,GO:0007313;GO:0007378,amnioserosa formation,0.0319008633923385,BP
-1025,8.88258199956949e-5,3,62,GO:0007314;GO:0008358,"maternal determination of anterior/posterior axis, embryo",0.00272082511730129,BP
-735,1.01918906957409e-5,2,155,GO:0007350,blastoderm segmentation,5.03268533665551e-4,BP
-640,0.00226460887009726,3,97,GO:0007391,dorsal closure,0.0294796979138658,BP
-631,5.07117948078858e-4,2,130,GO:0007405;GO:0061351;GO:0072089,neural precursor cell proliferation,0.0103372655038993,BP
-540,3.56253318784034e-7,2,396,GO:0007409;GO:0061564,axon development,3.40103168332491e-5,BP
-465,2.01093649616899e-4,4,280,GO:0007411;GO:0097485,neuron projection guidance,0.00505203695177894,BP
-447,7.83910753611473e-8,2,670,GO:0007417;GO:0007420;GO:0060322,central nervous system development,1.06910495159203e-5,BP
-485,2.04624155730143e-4,2,255,GO:0007472;GO:0007476;GO:0035114;GO:0035120;GO:0035220;GO:0048737,wing disc development,0.00510448097658296,BP
-742,0.00395834411568134,2,64,GO:0007478;GO:0007480;GO:0035218,leg disc development,0.0444104715981638,BP
-454,0.00136749198515241,2,215,GO:0007517,muscle organ development,0.0206131423446132,BP
-698,1.3666560490281e-9,2,332,GO:0007600,sensory perception,3.87826907744528e-7,BP
-1231,5.89012692309929e-5,2,45,GO:0007602,phototransduction,0.00204476648578865,BP
-1399,0.00178963937141654,5,21,GO:0007603;GO:0016056,"phototransduction, visible light",0.0248790071460138,BP
-733,1.3904926273814e-5,2,151,GO:0007605;GO:0050954,sensory perception of mechanical stimulus,6.27145021231548e-4,BP
-1137,8.13241516967777e-7,5,80,GO:0007606,sensory perception of chemical stimulus,6.65463915598775e-5,BP
-849,0.0038798124584378,2,49,GO:0007608,sensory perception of smell,0.0440294775552869,BP
-551,1.80632345069489e-11,1,694,GO:0007610,behavior,1.4780886750829e-8,BP
-768,8.44904704366316e-10,4,279,GO:0007611;GO:0050890,cognition,2.84683185094721e-7,BP
-661,1.20827283719237e-4,5,145,GO:0007612,learning,0.00348771873998949,BP
-704,4.81082749423933e-5,2,143,GO:0007613,memory,0.00175518598006388,BP
-775,0.00112028163405879,2,75,GO:0007616,long-term memory,0.018025205617665,BP
-1167,4.95403701375743e-8,2,93,GO:0007617;GO:0007618,mating,7.2760830807186e-6,BP
-1504,3.85727981286916e-9,4,65,GO:0007619;GO:0060179,courtship behavior,8.18314769189428e-7,BP
-1069,1.54240070454992e-4,2,53,GO:0007622;GO:0045475;GO:0048512,rhythmic behavior,0.0042272111175416,BP
-749,1.43685653024945e-4,2,110,GO:0007623,circadian rhythm,0.0039952981578975,BP
-713,1.1063663938775e-7,2,241,GO:0007626,locomotory behavior,1.33113500819141e-5,BP
-947,1.24025612113887e-6,2,112,GO:0007635,chemosensory behavior,9.73176309847048e-5,BP
-1962,9.25603563731952e-4,2,12,GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070,proboscis extension reflex,0.0160176955077239,BP
-503,0.00472802255653413,2,135,GO:0008016;GO:1903522,regulation of blood circulation,0.0498749782759254,BP
-1432,1.3504768500375e-5,2,39,GO:0008049,male courtship behavior,6.16098981717873e-4,BP
-476,6.36884567463797e-6,5,400,GO:0008285,negative regulation of cell population proliferation,3.5077642331083e-4,BP
-682,7.96644630472359e-4,2,103,GO:0008306,associative learning,0.0142599388854552,BP
-615,0.00444786244185106,2,91,GO:0008344,adult locomotory behavior,0.0478897670430881,BP
-578,9.06779554810302e-5,3,198,GO:0008361,regulation of cell size,0.00276278366486884,BP
1626,0.0010897944029526,2,17,GO:0008535;GO:0033617,respiratory chain complex IV assembly,0.0177339271025923,BP
-699,2.20440942575941e-6,2,198,GO:0008544,epidermis development,1.50319728461308e-4,BP
-526,0.0029367011833095,2,137,GO:0008582;GO:0051963;GO:1904396,regulation of synapse assembly,0.0357902646340358,BP
-556,0.00227479512533671,2,129,GO:0008593,regulation of Notch signaling pathway,0.0294796979138658,BP
1043,1.94455109494332e-4,2,54,GO:0009060,aerobic respiration,0.004928490562759,BP
808,3.02940416222044e-4,3,85,GO:0009062;GO:0072329,monocarboxylic acid catabolic process,0.0068535751866162,BP
503,0.00153086136373167,2,171,GO:0009108;GO:0051188,cofactor biosynthetic process,0.0223693211516709,BP
578,6.63935577117269e-9,2,452,GO:0009117;GO:0006753;GO:0055086,nucleobase-containing small molecule metabolic process,1.35822249490276e-6,BP
775,1.84805309930317e-6,2,163,GO:0009123;GO:0009126;GO:0009161;GO:0009167,nucleoside monophosphate metabolic process,1.30687014232204e-4,BP
598,2.58602597637044e-7,2,327,GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693,purine-containing compound metabolic process,2.5987292618684e-5,BP
1721,0.00169756005584103,3,14,GO:0009264;GO:0046386,deoxyribonucleotide catabolic process,0.0241280992552293,BP
-455,0.00152523316064823,2,210,GO:0009266,response to temperature stimulus,0.0223693211516709,BP
-329,0.00220299170798006,2,384,GO:0009314;GO:0009416,response to radiation,0.0290754297311285,BP
1216,0.00450200178345401,2,23,GO:0009394;GO:0009262;GO:0019692,deoxyribonucleotide metabolic process,0.048200871431074,BP
-583,8.21650410715422e-4,2,141,GO:0009408,response to heat,0.0145259677548702,BP
-1714,8.32686954860066e-4,2,16,GO:0009415,response to water,0.0146757873151953,BP
-933,7.70264823794411e-7,2,120,GO:0009581;GO:0009582,detection of abiotic stimulus,6.3943143633252e-5,BP
-1102,5.6215995714403e-6,2,72,GO:0009583,detection of light stimulus,3.17747900291581e-4,BP
-1261,1.76150090177298e-5,2,49,GO:0009584,detection of visible light,7.63243042525756e-4,BP
-755,1.4813813047487e-6,2,175,GO:0009612,response to mechanical stimulus,1.10199378098708e-4,BP
-354,0.0022609061797995,2,328,GO:0009617,response to bacterium,0.0294796979138658,BP
-1400,8.38623403242754e-4,2,24,GO:0009642,response to light intensity,0.0147350762385721,BP
-289,0.00182981567347208,3,529,GO:0009725,response to hormone,0.0251951542731925,BP
-393,4.69318796507649e-6,2,625,GO:0009791,post-embryonic development,2.79365715488513e-4,BP
-443,7.51420588252695e-4,2,252,GO:0009880;GO:0035282,segmentation,0.0137512368354998,BP
-273,0.00120474496464868,3,651,GO:0009894;GO:0031329,regulation of catabolic process,0.018965935269085,BP
-475,3.29126834470666e-5,5,337,GO:0009896;GO:0031331,positive regulation of catabolic process,0.00129125925195067,BP
-640,3.78026999768967e-4,4,132,GO:0009913,epidermal cell differentiation,0.00817642363365721,BP
-504,0.00202557395233024,2,161,GO:0009994;GO:0048599,oocyte differentiation,0.0272999708210532,BP
-2401,0.00412842046961688,3,6,GO:0010193,response to ozone,0.0455264288793411,BP
-316,1.27747571489409e-4,2,683,GO:0010243;GO:1901698,response to nitrogen compound,0.00364048800741958,BP
1876,1.54872919812577e-7,5,33,GO:0010257;GO:0032981,NADH dehydrogenase complex assembly,1.64280015682674e-5,BP
-574,0.00116600392057098,2,137,GO:0010632,regulation of epithelial cell migration,0.0186101069062626,BP
-459,1.14636779364408e-5,2,408,GO:0010638,positive regulation of organelle organization,5.42677249751512e-4,BP
-381,2.16125721642242e-4,3,421,GO:0010720;GO:0050769;GO:0051962,positive regulation of cell development,0.00529046210925967,BP
-411,8.59584703019445e-4,3,288,GO:0010721;GO:0050768;GO:0051961,negative regulation of nervous system development,0.0150571901495272,BP
-542,9.76366209556976e-5,2,224,GO:0010769,regulation of cell morphogenesis involved in differentiation,0.00292807625567663,BP
-1060,0.00469569361353091,3,30,GO:0010830,regulation of myotube differentiation,0.0496253376721495,BP
-1301,7.99141286576207e-4,6,28,GO:0010837;GO:0010839,regulation of keratinocyte proliferation,0.0142600663224564,BP
-1379,0.0010038492022062,3,24,GO:0010842,retina layer formation,0.016862311525622,BP
-320,0.00152822758978484,2,438,GO:0010942;GO:0043065;GO:0043068,positive regulation of cell death,0.0223693211516709,BP
-581,3.89052091050396e-4,4,160,GO:0010959,regulation of metal ion transport,0.00828435084586122,BP
-1566,0.00165714164631735,3,17,GO:0010960,magnesium ion homeostasis,0.0236122073385716,BP
-609,7.2464019896103e-4,3,132,GO:0010970;GO:0030705;GO:0099111,cytoskeleton-dependent intracellular transport,0.0133464278445298,BP
-503,1.59444218660313e-8,3,576,GO:0010975;GO:0045664;GO:0120035;GO:0031344,regulation of cell projection organization,2.9461176918912e-6,BP
-382,8.71496222465099e-4,5,335,GO:0010976;GO:0031346;GO:0045666,positive regulation of cell projection organization,0.0152192998850003,BP
-652,6.05909880016336e-4,4,118,GO:0010977;GO:0031345,negative regulation of cell projection organization,0.0117586316823627,BP
-1464,0.00108357329681917,2,21,GO:0014059,regulation of dopamine secretion,0.017733450983372,BP
-1714,0.00258908138847843,5,13,GO:0014061,regulation of norepinephrine secretion,0.0324513308385218,BP
-1051,0.00106441716715332,2,41,GO:0014910,regulation of smooth muscle cell migration,0.0176061622146528,BP
607,2.80183240298202e-4,2,154,GO:0015980,energy derivation by oxidation of organic compounds,0.0063939824718251,BP
1559,0.00448036335354442,5,14,GO:0015985;GO:0015986;GO:0042776,"energy coupled proton transport, down electrochemical gradient",0.0481491956643573,BP
796,1.37263151089243e-6,2,158,GO:0016042;GO:0044242,lipid catabolic process,1.03453069663051e-4,BP
-695,7.51096580889343e-5,2,139,GO:0016049;GO:0048588,cell growth,0.0024035090588459,BP
-1435,0.00301588937240828,2,18,GO:0016082,synaptic vesicle priming,0.0364451779011701,BP
-2440,0.00356366015122823,3,6,GO:0016191;GO:0072318;GO:0072319,clathrin coat disassembly,0.0413211444255775,BP
-841,5.68444151803045e-7,2,152,GO:0016458,gene silencing,5.0093047715813e-5,BP
-315,2.32457161906308e-4,3,629,GO:0016477;GO:0048870;GO:0051674,localization of cell,0.00552495694356569,BP
-846,0.00363418351472446,3,50,GO:0016525;GO:2000181;GO:1901343,negative regulation of vasculature development,0.0420537437825085,BP
-2280,4.40807716512608e-4,6,10,GO:0016545;GO:0048065;GO:0045433,"male courtship behavior, veined wing extension",0.00918162400066989,BP
1252,0.00230366848207528,3,25,GO:0017004,cytochrome complex assembly,0.0296526136299488,BP
686,4.68768230203732e-11,2,410,GO:0017144,drug metabolic process,3.35638052825872e-8,BP
-864,3.92270140194303e-7,2,148,GO:0019098,reproductive behavior,3.62406994037575e-5,BP
-504,0.00103086276214584,2,183,GO:0019221,cytokine-mediated signaling pathway,0.0171650636673586,BP
-1254,1.13536031883032e-4,3,40,GO:0019226,transmission of nerve impulse,0.00333504815705645,BP
-1737,1.10914654661875e-5,5,27,GO:0019228,neuronal action potential,5.31597068908796e-4,BP
-699,0.00292269679774095,2,77,GO:0019233,sensory perception of pain,0.0356955378623884,BP
820,0.00121161288821287,3,66,GO:0019395;GO:0034440,lipid oxidation,0.018965935269085,BP
509,1.48955865404672e-9,2,652,GO:0019637,organophosphate metabolic process,3.87826907744528e-7,BP
2559,1.82297746002393e-4,4,9,GO:0019695;GO:0042426,choline metabolic process,0.0046408955071187,BP
-549,0.00125580123396267,2,148,GO:0019827;GO:0098727,maintenance of cell number,0.0194411607246978,BP
-872,0.00184245132580905,2,54,GO:0021545,cranial nerve development,0.0253083002259814,BP
-1916,0.00195465038404692,3,11,GO:0021561;GO:0021610,facial nerve development,0.0265943881230897,BP
-1053,0.00158047525445649,2,38,GO:0021602,cranial nerve morphogenesis,0.0229770615673268,BP
-2065,1.66146800160168e-4,3,14,GO:0021604,cranial nerve structural organization,0.00435278319874212,BP
-1754,0.00456779414768774,4,11,GO:0021633;GO:0048150;GO:0060372;GO:0086028;GO:0086069;GO:0086043;GO:0086050;GO:0086052;GO:0098914;GO:0099624;GO:1903818,positive regulation of voltage-gated potassium channel activity,0.0486325741225936,BP
-730,0.0021547317446147,3,75,GO:0021675,nerve development,0.0287699380726177,BP
-445,3.64370437642879e-4,2,281,GO:0021700;GO:0048469,developmental maturation,0.00802736102622466,BP
-1901,2.10919435243583e-4,3,16,GO:0021783;GO:0048486,parasympathetic nervous system development,0.00520752812532433,BP
-561,6.40380848066683e-4,2,159,GO:0022407,regulation of cell-cell adhesion,0.0121460314494237,BP
-551,3.96254168438522e-10,2,591,GO:0022603,regulation of anatomical structure morphogenesis,1.5131625845439e-7,BP
-555,1.89878158845763e-6,5,324,GO:0022604,regulation of cell morphogenesis,1.32636840715674e-4,BP
-642,0.00111677961975709,2,110,GO:0022898;GO:0032409;GO:0032412,regulation of transporter activity,0.0180194751041369,BP
1355,9.19314704677738e-12,3,108,GO:0022900,electron transport chain,1.05316692567882e-8,BP
1466,2.08135450510923e-8,2,62,GO:0022904;GO:0042773;GO:0042775,respiratory electron transport chain,3.72562456414552e-6,BP
-1938,0.00172621149422645,4,11,GO:0023041,neuronal signal transduction,0.0244746025716067,BP
-486,0.0034118387584395,5,156,GO:0023061,signal release,0.0400471565744702,BP
-513,7.00949224116249e-6,2,338,GO:0030029;GO:0030036,actin filament-based process,3.70067773006496e-4,BP
-563,7.33302763504813e-7,2,341,GO:0030031;GO:0044782;GO:0060271;GO:0120031,cell projection assembly,6.17699739611113e-5,BP
-942,2.26698182611013e-4,2,65,GO:0030048;GO:0070252,actin filament-based movement,0.00543316815897859,BP
-1305,0.00286309773032641,2,22,GO:0030072,peptide hormone secretion,0.0351173957158665,BP
-617,3.36825040373749e-5,2,195,GO:0030100,regulation of endocytosis,0.00131247199405499,BP
1739,0.00224360137744495,3,13,GO:0030149,sphingolipid catabolic process,0.0294234530792138,BP
-515,5.59902265220289e-5,3,267,GO:0030155,regulation of cell adhesion,0.0019675583896821,BP
-643,7.31584338042057e-4,2,118,GO:0030178;GO:0090090,negative regulation of Wnt signaling pathway,0.0134311381035414,BP
-1933,0.00177444711926728,2,11,GO:0030224;GO:1903131,monocyte differentiation,0.0248509366727701,BP
-903,6.13473803061468e-4,4,61,GO:0030317;GO:0097722,sperm motility,0.011808177185402,BP
-2202,3.70621339105548e-4,3,11,GO:0030322,stabilization of membrane potential,0.00810274439082664,BP
-534,2.42973485854684e-8,5,492,GO:0030334;GO:2000145;GO:0051270,regulation of cellular component movement,3.9764346485018e-6,BP
-522,5.6908730533589e-5,2,259,GO:0030335;GO:2000147;GO:0051272,positive regulation of cellular component movement,0.00198764151522194,BP
-872,0.00223962016599218,2,52,GO:0030431,sleep,0.0294234530792138,BP
-828,6.48361572666603e-4,2,72,GO:0030510,regulation of BMP signaling pathway,0.0122164970007707,BP
-955,0.00417637622360827,3,38,GO:0030514,negative regulation of BMP signaling pathway,0.0458281283694026,BP
-615,0.00405631675164755,6,93,GO:0030516;GO:0061387,regulation of extent of cell growth,0.0449411650936889,BP
-454,2.64365355795816e-6,3,483,GO:0030855,epithelial cell differentiation,1.74055719310165e-4,BP
-829,3.8259302574804e-4,2,78,GO:0030856,regulation of epithelial cell differentiation,0.00820783839507406,BP
-1051,0.00122194399467703,5,40,GO:0030951;GO:0030952,establishment or maintenance of cytoskeleton polarity,0.0190248242922768,BP
1482,0.00385804114476735,2,16,GO:0031055;GO:0034080;GO:0061641,chromatin remodeling at centromere,0.043934114666456,BP
-544,0.00109466195485449,2,155,GO:0031056;GO:1902275,regulation of chromatin organization,0.0177626733071006,BP
-634,0.00275060837472623,3,95,GO:0031058;GO:1905269,positive regulation of chromatin organization,0.0340291247741509,BP
-857,0.00137735098629767,3,59,GO:0031060,regulation of histone methylation,0.020707261022344,BP
-1391,0.00314536038406727,2,19,GO:0031061,negative regulation of histone methylation,0.0376129943213723,BP
-1017,4.73173612028456e-4,4,50,GO:0031110,regulation of microtubule polymerization or depolymerization,0.00974941888380934,BP
-1302,0.00364325059256813,2,21,GO:0031112;GO:0031116,positive regulation of microtubule polymerization or depolymerization,0.0420736681335287,BP
-1629,3.87867759013393e-4,2,20,GO:0031114,regulation of microtubule depolymerization,0.00828435084586122,BP
-495,4.37406640401444e-5,3,299,GO:0031347,regulation of defense response,0.0016592485008076,BP
-397,2.72317770627987e-4,2,372,GO:0031400,negative regulation of protein modification process,0.00626440237010887,BP
-323,1.5817895741055e-4,2,631,GO:0031401,positive regulation of protein modification process,0.00425375149318136,BP
-465,0.00247949226476877,4,183,GO:0031503,protein-containing complex localization,0.0314912010922295,BP
-1080,0.00187248285150427,2,35,GO:0031646,positive regulation of neurological system process,0.0256592865392738,BP
-2233,1.62488916805959e-4,2,12,GO:0031987,locomotion involved in locomotory behavior,0.00433170937967806,BP
-1034,4.32795363306696e-4,2,49,GO:0032088,negative regulation of NF-kappaB transcription factor activity,0.00904763445628013,BP
-599,1.21641582743796e-10,2,524,GO:0032101,regulation of response to external stimulus,6.33420896324058e-8,BP
-485,0.00316237527774719,2,159,GO:0032102,negative regulation of response to external stimulus,0.0376877664313517,BP
-530,2.80691625512856e-5,2,273,GO:0032103,positive regulation of response to external stimulus,0.00113225466967439,BP
-1917,0.00311863254937347,6,10,GO:0032225,"regulation of synaptic transmission, dopaminergic",0.0373713959054628,BP
-835,7.6147719895912e-4,2,69,GO:0032231;GO:0051492;GO:0110020,regulation of actomyosin structure organization,0.0138029791001197,BP
-1036,0.00187862589589365,2,38,GO:0032414;GO:2001259,positive regulation of ion transmembrane transporter activity,0.0256820265672526,BP
-377,0.00233028095466467,2,286,GO:0032535,regulation of cellular component size,0.0299279132473525,BP
427,3.74034011116358e-4,5,305,GO:0032787,monocarboxylic acid metabolic process,0.00814626165655703,BP
-400,7.19056732916716e-4,3,314,GO:0032870,cellular response to hormone stimulus,0.0133163147298105,BP
-418,1.75603293665928e-6,2,601,GO:0032880,regulation of protein localization,1.25731958264804e-4,BP
-468,0.0039696510925733,4,163,GO:0032886;GO:0070507,regulation of microtubule-based process,0.0444104715981638,BP
-677,0.00441190349867186,2,75,GO:0032944;GO:0070663;GO:0050670,regulation of leukocyte proliferation,0.0476718661848379,BP
-442,0.00368194971959649,3,186,GO:0032956;GO:0032970,regulation of actin filament-based process,0.0423498152486922,BP
1757,2.40233113560746e-10,5,55,GO:0033108,mitochondrial respiratory chain complex assembly,1.05850405728919e-7,BP
-431,2.94277981563221e-5,4,420,GO:0034097;GO:0071345,response to cytokine,0.00117478375903465,BP
-687,6.78884173758665e-5,3,144,GO:0034329;GO:0034330;GO:0045216,cell junction organization,0.00227406347794715,BP
-768,0.00116638065281918,5,76,GO:0034612;GO:0071356,response to tumor necrosis factor,0.0186101069062626,BP
495,7.87311073020104e-6,2,360,GO:0034655;GO:0019439;GO:0044270;GO:0046700;GO:1901361,organic cyclic compound catabolic process,4.09974347841741e-4,BP
-1417,0.00202428306052785,2,20,GO:0034698,response to gonadotropin,0.0272999708210532,BP
-477,0.00111069081297834,3,202,GO:0034762,regulation of transmembrane transport,0.017971855866497,BP
-592,5.50740189805203e-4,2,146,GO:0034765;GO:1904062,regulation of ion transmembrane transport,0.0108780683007041,BP
-601,5.16621833860442e-5,2,196,GO:0034976,response to endoplasmic reticulum stress,0.00185103904142212,BP
-1217,2.61451070681859e-4,5,38,GO:0035023,regulation of Rho protein signal transduction,0.00611261931781914,BP
-419,5.70850809813304e-4,2,297,GO:0035107;GO:0048736,appendage development,0.0111980597212692,BP
-1501,0.00256187644356874,2,17,GO:0035149,"lumen formation, open tracheal system",0.0321807637472845,BP
-696,0.00388178878586241,2,73,GO:0035194;GO:0016441;GO:0031047,gene silencing by RNA,0.0440294775552869,BP
-412,1.26969183536931e-6,2,639,GO:0035239;GO:0060562,tube morphogenesis,9.80674565299014e-5,BP
-438,7.54679429577354e-8,2,703,GO:0035556,intracellular signal transduction,1.05434238356563e-5,BP
-1196,1.64094286475598e-5,2,55,GO:0035637,multicellular organismal signaling,7.17505399184905e-4,BP
-1513,0.00175864132006747,2,18,GO:0035710;GO:0043367,"CD4-positive, alpha-beta T cell activation",0.0246899448072217,BP
-792,0.00225277242207873,3,63,GO:0035821;GO:0051817,modification of morphology or physiology of other organism,0.0294609142321164,BP
-1159,0.0039901878918442496,3,26,GO:0035914,skeletal muscle cell differentiation,0.0444665296585289,BP
-595,0.00160569198351728,2,120,GO:0035966;GO:0035967;GO:0006986;GO:0034620,response to topologically incorrect protein,0.023198684004066,BP
-1686,1.67090141055257e-4,2,21,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,0.00435278319874212,BP
-2700,0.00126040591580765,5,6,GO:0036124,histone H3-K9 trimethylation,0.0194598519831434,BP
-1880,9.55293181972527e-4,2,13,GO:0036159,inner dynein arm assembly,0.0162854742450555,BP
-630,0.00124538170423353,2,112,GO:0036294;GO:0071453;GO:0071456,cellular response to oxygen levels,0.0193321040700533,BP
-2354,0.0023921218003551,4,7,GO:0036500,ATF6-mediated unfolded protein response,0.0305849858759688,BP
-432,6.9429316624911e-7,3,607,GO:0040008,regulation of growth,5.93568844220135e-5,BP
-563,1.72477309094027e-10,3,590,GO:0040012,regulation of locomotion,8.23291688742156e-8,BP
-663,5.23513136715055e-5,2,160,GO:0040013;GO:0051271;GO:2000146;GO:0030336,negative regulation of locomotion,0.00185103904142212,BP
-541,4.28356446247595e-6,2,317,GO:0040017,positive regulation of locomotion,2.63830723022175e-4,BP
-513,3.31110685266449e-4,3,212,GO:0040029,"regulation of gene expression, epigenetic",0.00735117056281481,BP
-1397,0.0030066224736172,2,19,GO:0040034,"regulation of development, heterochronic",0.036411127366724,BP
-797,8.14544897590071e-4,2,75,GO:0042048,olfactory behavior,0.0144449324253744,BP
-577,0.00251274019380209,3,117,GO:0042110,T cell activation,0.0317402920036502,BP
1931,1.67180918946101e-4,4,16,GO:0042135,neurotransmitter catabolic process,0.00435278319874212,BP
-863,7.82279567117373e-10,2,220,GO:0042391,regulation of membrane potential,2.8005608502802e-7,BP
1915,4.76993453418878e-5,6,19,GO:0042402;GO:0009310,cellular biogenic amine catabolic process,0.00175518598006388,BP
1646,4.72792681408452e-4,4,19,GO:0042447,hormone catabolic process,0.00974941888380934,BP
-761,0.00173354218815951,2,72,GO:0042490;GO:0060113,mechanoreceptor differentiation,0.0245178509969819,BP
-1030,0.00102303564507935,2,43,GO:0042491,inner ear auditory receptor cell differentiation,0.0170843970117041,BP
-900,0.00271001409076898,2,47,GO:0042749,regulation of circadian sleep/wake cycle,0.0337455667650537,BP
-671,0.00136135709895515,3,97,GO:0042752,regulation of circadian rhythm,0.0206131423446132,BP
-1293,0.00106964812337625,2,27,GO:0042753,positive regulation of circadian rhythm,0.0176061622146528,BP
-515,2.19753030660873e-4,6,223,GO:0043010,camera-type eye development,0.00531116185495983,BP
-284,0.00131155254386363,2,585,GO:0043066;GO:0043069;GO:0060548,negative regulation of cell death,0.0200335279233357,BP
-684,0.00432171193185826,3,74,GO:0043122;GO:0043123,regulation of I-kappaB kinase/NF-kappaB signaling,0.0469729904092678,BP
-1345,0.002113192919195,2,22,GO:0043267,negative regulation of potassium ion transport,0.0282812360774508,BP
-621,2.04766688889756e-6,2,255,GO:0043269,regulation of ion transport,1.4131368601934e-4,BP
